"","Type","Sums","Means"
"403S00875_6.24.10_1","ref",5.52762720886101,1.38190680221525
"403S00960_6.2.10_1","ref",4.43448660448296,1.10862165112074
"403S01536_7.12.11_1","ref",4.07513827759579,1.01878456939895
"403S01536_7.12.11_2","ref",3.48397883819115,0.870994709547788
"403S01883_6.21.10_1","ref",3.92690239079948,0.98172559769987
"403S03643_6.24.10_1","ref",3.13844669382577,0.784611673456443
"403S03643_6.24.10_2","ref",4.4408444818306,1.11021112045765
"403S06315_6.27.12_1","ref",4.39868440712209,1.09967110178052
"403STC064_6.8.11_1","ref",4.88550108391318,1.22137527097829
"403STC086_6.21.11_1","ref",5.39594820119109,1.34898705029777
"403STC086_6.21.11_2","ref",5.84488066258104,1.46122016564526
"403WE0501_5.14.13_1","ref",4.3145247785096,1.0786311946274
"403WE0540_5.14.14_1","ref",3.75781676341111,0.939454190852777
"403WE0540_5.16.13_1","ref",3.29836650498275,0.824591626245689
"403WE0683_5.15.13_1","ref",5.21704738841012,1.30426184710253
"403WE1027_5.14.14_1","ref",1.08486495462333,0.271216238655833
"403WE1027_5.30.13_1","ref",4.56469113021579,1.14117278255395
"405BRCAMS_6.7.11_1","ref",2.83880053712051,0.709700134280128
"405BRCASG_5.7.14_1","ref",2.6344191619113,0.658604790477826
"405BRCSGR_5.28.08_1","ref",3.76123300638153,0.940308251595383
"405SGRAAG_5.28.08_1","ref",4.50813372723706,1.12703343180926
"405WER318_3.27.09_1","ref",3.62446849578431,0.906117123946077
"405WER318_4.30.09_1","ref",4.57038032893788,1.14259508223447
"405WER318_6.2.09_1","ref",2.87921332628409,0.719803331571023
"405WER318_7.7.09_1","ref",3.51144208717516,0.877860521793791
"405WER318_8.18.09_1","ref",2.99690255357344,0.74922563839336
"504DCFRxx_7.27.10_1","ref",4.13821889412479,1.0345547235312
"504PS0227_8.12.09_1","ref",4.8171481667343,1.20428704168357
"504WE0527_7.2.13_1","ref",4.19564469687211,1.04891117421803
"504WE0527_7.2.13_2","ref",3.16375853753051,0.790939634382626
"505BMCMCR_8.4.10_1","ref",4.79620221458813,1.19905055364703
"505BMCMCR_8.4.10_2","ref",4.69998172813441,1.1749954320336
"505LBCAMR_8.7.13_1","ref",3.99441499935079,0.998603749837697
"505PS0110_8.3.10_1","ref",5.40252872234593,1.35063218058648
"505PS0110_9.16.10_1","ref",4.99978981173059,1.24994745293265
"505PS0174_9.27.11_1","ref",4.31419905574078,1.0785497639352
"506PS0062_9.15.08_1","ref",4.83379355813544,1.20844838953386
"507MZCAML_7.17.12_1","ref",4.17093585297356,1.04273396324339
"507MZCAML_7.17.12_2","ref",4.16728290150689,1.04182072537672
"509ACNFPP_7.30.08_1","ref",4.67727608511112,1.16931902127778
"509ACNFPP_9.16.08_1","ref",4.20587649337114,1.05146912334279
"509ACNFPP_9.25.14_1","ref",3.30550202685297,0.826375506713241
"509ACSFPP_7.16.08_1","ref",5.93536260100505,1.48384065025126
"509ATCINC_7.14.08_1","ref",4.60396560085003,1.15099140021251
"509BSCADC_8.31.11_1","ref",5.52120702063432,1.38030175515858
"509CBCADC_8.24.10_1","ref",4.01927093534945,1.00481773383736
"509CTCADC_7.10.12_1","ref",5.78430168341715,1.44607542085429
"509CWCPLR_7.7.08_1","ref",4.32863522338699,1.08215880584675
"509FCA054_8.27.13_1","ref",4.89338321077405,1.22334580269351
"509ICPPCX_7.30.08_1","ref",3.48112458253172,0.87028114563293
"509ICPPCX_9.10.08_1","ref",5.86836193628286,1.46709048407071
"509MLC145_8.6.13_1","ref",4.57248533379204,1.14312133344801
"509PCDTWR_7.15.08_1","ref",4.54159079053157,1.13539769763289
"509PCDTWR_9.3.08_1","ref",3.40180845616115,0.850452114040286
"509PMC197_7.2.14_1","ref",1.84571164533252,0.461427911333129
"509PS0085_9.7.11_1","ref",4.12742247407795,1.03185561851949
"509PS0085_9.7.11_2","ref",5.08453867988545,1.27113466997136
"509PS0170_7.26.10_1","ref",5.2914476960693,1.32286192401732
"509PS0234_7.21.11_1","ref",5.05016714281012,1.26254178570253
"509PS0234_8.15.11_1","ref",4.09789238153309,1.02447309538327
"509PS0334_9.12.12_1","ref",4.84217957971887,1.21054489492972
"513BTCACC_9.10.08_1","ref",3.90351610795713,0.975879026989283
"513BTCACC_9.10.08_2","ref",5.11694580137851,1.27923645034463
"513CCNASC_7.16.14_1","ref",3.11400773054092,0.77850193263523
"513PS0008_6.11.09_1","ref",5.86215339100335,1.46553834775084
"513PS0008_6.25.08_1","ref",5.04294296688221,1.26073574172055
"513PS0008_8.7.08_1","ref",4.1914408417616,1.0478602104404
"513PS0008_9.1.10_1","ref",3.17876271877628,0.79469067969407
"513PS0200_7.30.12_1","ref",2.40539154980813,0.601347887452033
"513STCAIV_6.12.14_1","ref",4.39809315312152,1.09952328828038
"513STCAIV_6.27.12_1","ref",5.03724598583527,1.25931149645882
"513UNCAKC_5.20.09_1","ref",4.86087483747489,1.21521870936872
"513UNCAKC_6.4.09_1","ref",4.47631529996304,1.11907882499076
"513UNCAKC_7.13.09_1","ref",3.69701029886385,0.924252574715963
"513UNCAKC_8.13.09_1","ref",4.89379795764198,1.22344948941049
"513UNCAKC_9.10.08_1","ref",3.62458952722015,0.906147381805037
"513UNCAKC_9.10.08_2","ref",4.48364678291929,1.12091169572982
"513UNCAKC_9.23.09_1","ref",2.99750033617448,0.74937508404362
"514BMCARC_9.27.11_1","ref",4.17899488090149,1.04474872022537
"514BRUUPX_10.9.08_1","ref",4.74447152904556,1.18611788226139
"514BRUUPX_10.9.08_2","ref",5.51316400470234,1.37829100117558
"514DNCLDC_7.22.10_1","ref",5.24072273630476,1.31018068407619
"514DNCLDC_9.7.10_1","ref",4.1945486686973,1.04863716717432
"514ICEUPx_8.13.14_1","ref",2.4119089224644,0.6029772306161
"514LNCASC_8.18.11_1","ref",4.78781389135104,1.19695347283776
"514LNCASC_8.18.11_2","ref",3.31931279156706,0.829828197891766
"514LNCASC_8.30.11_1","ref",4.32025217187582,1.08006304296895
"514PCASMR_10.29.14_1","ref",5.13898875694115,1.28474718923529
"514PS0131_7.28.14_1","ref",5.23930659766826,1.30982664941707
"514SBCAMR_8.17.11_1","ref",3.49728650172226,0.874321625430565
"514SBCAMR_8.29.11_1","ref",4.94027237317564,1.23506809329391
"514SCCAAR_7.24.08_1","ref",5.41424396686109,1.35356099171527
"514SFA222_7.28.14_1","ref",2.10785355120066,0.526963387800165
"514SSC190_9.11.14_1","ref",1.66747820022038,0.416869550055096
"517FCA046_7.11.13_1","ref",5.08155233333868,1.27038808333467
"517FCA046_8.14.13_1","ref",3.87261559502983,0.968153898757458
"517LCCAYB_8.12.08_1","ref",4.87308076754835,1.21827019188709
"517PS0054_7.28.10_1","ref",2.49426226509762,0.623565566274406
"517PS0074_9.20.11_1","ref",4.44226709652623,1.11056677413156
"518BTCASC_6.12.13_1","ref",5.61958949368669,1.40489737342167
"518CHCANF_7.12.12_1","ref",4.55431901352102,1.13857975338025
"518CPCRCR_8.14.08_1","ref",4.16836744157872,1.04209186039468
"518CPCRCR_8.20.14_1","ref",3.97414266481642,0.993535666204105
"518CPCRCR_8.20.14_2","ref",3.10202318075513,0.775505795188782
"518FCA075_8.12.13_1","ref",5.17893601927649,1.29473400481912
"518GZCUPx_6.30.14_1","ref",4.36417689329608,1.09104422332402
"518GZCUPx_8.20.08_1","ref",4.99061645017046,1.24765411254261
"518KNCAWC_8.15.11_1","ref",6.30442633394384,1.57610658348596
"518MLC181_7.15.14_1","ref",3.22144849180551,0.805362122951378
"518PS0033_6.29.09_1","ref",5.59626522386455,1.39906630596614
"518PS0073_8.16.11_1","ref",5.72132721648782,1.43033180412196
"518PS0089_8.1.12_1","ref",4.90163855492231,1.22540963873058
"518PS0093_9.24.12_1","ref",5.18002480599298,1.29500620149825
"518PS0113_7.9.12_1","ref",4.41332665605022,1.10333166401256
"518PS0113_7.9.12_2","ref",4.70578024935454,1.17644506233863
"518RCNAPC_10.21.09_1","ref",5.11272497836261,1.27818124459065
"518RCNAPC_5.20.09_1","ref",5.83334294208148,1.45833573552037
"518RCNAPC_6.16.09_1","ref",5.23652740304244,1.30913185076061
"518RCNAPC_8.11.09_1","ref",6.07138297441292,1.51784574360323
"518RCNAPC_8.18.14_1","ref",3.24992649372355,0.812481623430889
"518RCNAPC_8.6.08_1","ref",4.88850687729992,1.22212671932498
"518RCNAPC_9.9.09_1","ref",5.4682319695526,1.36705799238815
"518SDCAHR_6.12.13_1","ref",5.16146111487823,1.29036527871956
"518SED086_8.17.11_1","ref",3.42427607052204,0.85606901763051
"518SNCABC_9.26.12_1","ref",5.58795182876417,1.39698795719104
"518SPC134_6.18.13_1","ref",4.58726652820359,1.1468166320509
"518WE0521_6.19.13_1","ref",5.24412427439321,1.3110310685983
"518WLCBWL_8.5.13_1","ref",5.25262852258304,1.31315713064576
"518YLCAFR_8.17.11_1","ref",5.00100934714636,1.25025233678659
"522CE0027_6.9.14_1","ref",4.33007006295488,1.08251751573872
"522GSCBSC_9.24.09_1","ref",4.44199529180157,1.11049882295039
"522MFSCRB_9.18.08_1","ref",3.92683941598471,0.981709853996177
"522MFSCRB_9.18.08_2","ref",4.63188182591062,1.15797045647765
"522PS0504_6.11.13_1","ref",5.09924288865959,1.2748107221649
"522PS0504_6.11.13_2","ref",5.87883577088803,1.46970894272201
"523PS0172_8.10.11_1","ref",3.74892691554359,0.937231728885898
"523TMCATG_10.5.09_1","ref",4.96991576026503,1.24247894006626
"524PS0342_7.18.12_1","ref",3.59704679090075,0.899261697725187
"524PS0650_7.1.14_1","ref",5.19210961325224,1.29802740331306
"524PS0650_7.1.14_2","ref",5.09908406911963,1.27477101727991
"524PS0650_7.17.14_1","ref",5.68968509119547,1.42242127279887
"526PNCAMF_6.25.13_1","ref",3.93222337367989,0.983055843419972
"526PS0072_8.27.08_1","ref",4.78368308248953,1.19592077062238
"526PS0072_8.7.14_1","ref",3.03485861366121,0.758714653415302
"526PS0072_9.15.10_1","ref",4.20827881020567,1.05206970255142
"526PS0072_9.21.09_1","ref",4.49483043654304,1.12370760913576
"526PS0072_9.23.08_1","ref",5.33645416133286,1.33411354033322
"526PS0076_8.26.08_1","ref",5.46050463116739,1.36512615779185
"526PS0396_9.1.09_1","ref",5.62553737119599,1.406384342799
"526PS1100_8.21.12_1","ref",4.26584699936924,1.06646174984231
"526PS1144_8.22.12_1","ref",5.19665470981037,1.29916367745259
"526PS1420_6.25.13_1","ref",4.62841434361611,1.15710358590403
"526PSCBLK_8.21.12_1","ref",4.99307639372883,1.24826909843221
"526WER123_8.21.12_1","ref",3.85583906851366,0.963959767128416
"526WTCACT_6.24.13_1","ref",5.87004164972788,1.46751041243197
"527PS1156_8.21.12_1","ref",4.60509975383738,1.15127493845935
"527PS1156_8.21.12_2","ref",6.31752442506881,1.5793811062672
"532CPC238_7.30.14_1","ref",3.76294187671681,0.940735469179201
"532CRM206_7.10.14_1","ref",4.45511906678707,1.11377976669677
"532PTCAER_8.19.13_1","ref",3.90932660228108,0.977331650570271
"534ANCACF_8.31.10_1","ref",5.51483920788916,1.37870980197229
"534CFSAIM_7.27.09_1","ref",4.71191514865158,1.17797878716289
"534DCC167_8.14.13_1","ref",3.81166895754213,0.952917239385533
"534MLC108_9.14.11_1","ref",6.24540990868159,1.5613524771704
"534PS0070_8.30.10_1","ref",5.32829266568157,1.33207316642039
"534RSCAGG_9.19.11_1","ref",4.78597467593769,1.19649366898442
"534SPC227_7.9.14_1","ref",3.8957690605896,0.973942265147399
"534SRCFFC_8.29.12_1","ref",4.37638548316554,1.09409637079138
"534WER219_8.29.12_1","ref",4.58184216674354,1.14546054168589
"536CLR247_7.8.14_1","ref",2.37363874801662,0.593409687004155
"536HLCBFM_6.18.13_1","ref",3.77704500015229,0.944261250038071
"536LLCACR_9.22.11_1","ref",2.66568063357249,0.666420158393123
"536PS0107_7.17.12_1","ref",5.35384205695415,1.33846051423854
"536SED006_9.20.11_1","ref",2.72429414387194,0.681073535967984
"536SED108_9.21.11_1","ref",5.16361620959658,1.29090405239915
"536SED108_9.21.11_2","ref",3.37587960596512,0.843969901491281
"536STR127_6.17.13_1","ref",5.26621317429089,1.31655329357272
"536TRC119_6.18.13_1","ref",4.57075388143327,1.14268847035832
"537ADCH41_9.12.11_1","ref",5.74117021477853,1.43529255369463
"537BLCABG_9.15.11_1","ref",4.32338833619458,1.08084708404864
"537BSCAWR_7.15.08_1","ref",4.94976275407787,1.23744068851947
"537GZCAMR_8.7.08_1","ref",4.91404765203835,1.22851191300959
