,Type,Score,prop.spp.IndicatorClass_DOC_high,prop.spp.Trophic.I,prop.spp.BCG3,prop.spp.ZHR
513STCAIV_6.27.12_1,ref,1.259311496,1.456405859,0.617248399,1.758975001,1.204616727
513UNCAKC_5.20.09_1,ref,1.215218709,1.270354833,1.40294924,1.221872048,0.965698717
513UNCAKC_6.4.09_1,ref,1.119078825,1.98779674,0.512884563,1.68568659,0.289947407
513UNCAKC_7.13.09_1,ref,0.924252575,0.962168763,1.069351361,1.208425159,0.457065016
513UNCAKC_8.13.09_1,ref,1.223449489,1.63391793,0.438571231,2.478944043,0.342364754
513UNCAKC_9.10.08_1,ref,0.906147382,1.003321062,0.807948446,1.071801362,0.741518658
513UNCAKC_9.10.08_2,ref,1.120911696,1.596605619,0.301040939,1.564881095,1.021119129
513UNCAKC_9.23.09_1,ref,0.749375084,1.016439151,0.895943033,1.085118152,0
514BMCARC_9.27.11_1,ref,1.04474872,1.317036877,0.757532126,0.921711273,1.182714605
514BRUUPX_10.9.08_1,ref,1.186117882,1.157954774,1.459519774,0.787479406,1.339517575
514BRUUPX_10.9.08_2,ref,1.378291001,2.322583559,0.769326845,1.725379824,0.695873777
514DNCLDC_7.22.10_1,ref,1.310180684,0.926311542,1.578566295,1.217736096,1.518108803
514DNCLDC_9.7.10_1,ref,1.048637167,1.498697136,0.862019316,1.609524275,0.224307942
514ICEUPx_8.13.14_1,ref,0.602977231,0.379634996,0,0.62940079,1.402873136
514LNCASC_8.18.11_1,ref,1.196953473,2.406280264,0.512884563,1.28875425,0.579894814
514LNCASC_8.18.11_2,ref,0.829828198,1.097322904,0.424998618,0.707067001,1.089924269
514LNCASC_8.30.11_1,ref,1.080063043,1.763017618,0.617248399,1.217216118,0.722770036
514PCASMR_10.29.14_1,ref,1.284747189,1.311006187,1.206536347,0.752819206,1.868627017
514PS0131_7.28.14_1,ref,1.309826649,2.594170826,0.706524654,1.77884418,0.159766939
514SBCAMR_8.17.11_1,ref,0.874321625,0.864557439,0.920830339,1.121523078,0.590375646
514SBCAMR_8.29.11_1,ref,1.235068093,1.567901044,0.505021417,2.47311171,0.394238202
514SCCAAR_7.24.08_1,ref,1.353560992,1.182364887,2.661477235,0.626650825,0.943751019
514SFA222_7.28.14_1,ref,0.526963388,0.941587929,0,0.296423401,0.869842221
514SSC190_9.11.14_1,ref,0.41686955,0.43227872,0,0.448031953,0.787167528
517FCA046_7.11.13_1,ref,1.270388083,1.86266644,0.416642669,2.151750191,0.650493033
517FCA046_8.14.13_1,ref,0.968153899,1.223268321,0.815227261,0.992396131,0.841723882
517LCCAYB_8.12.08_1,ref,1.218270192,2.56796708,0.786811546,1.162457597,0.355844545
517PS0054_7.28.10_1,ref,0.623565566,1.080696799,0.460415169,0.953150297,0
517PS0074_9.20.11_1,ref,1.110566774,1.802580426,0.268801722,1.951212024,0.419672924
518BTCASC_6.12.13_1,ref,1.404897373,1.442931338,2.561044132,0.636249759,0.979364265
518CHCANF_7.12.12_1,ref,1.138579753,2.549177077,0.675506498,1.138694463,0.190940975
518CPCRCR_8.14.08_1,ref,1.04209186,1.030818485,1.133329648,0.914295039,1.089924269
518CPCRCR_8.20.14_1,ref,0.993535666,0.989822746,0,2.135850746,0.848469173
518CPCRCR_8.20.14_2,ref,0.775505795,0.699633844,0,0.97049124,1.431898097
518FCA075_8.12.13_1,ref,1.294734005,2.286713543,0.65942301,1.48722042,0.745579047
518GZCUPx_6.30.14_1,ref,1.091044223,1.071299435,0,0.82870085,2.464176608
518GZCUPx_8.20.08_1,ref,1.247654113,1.949993659,0.900849015,1.963964849,0.175808928
518KNCAWC_8.15.11_1,ref,1.576106583,0.936432991,2.26225565,1.155744034,1.949993659
518MLC181_7.15.14_1,ref,0.805362123,1.350973986,0,0.399970968,1.470503539
518PS0033_6.29.09_1,ref,1.399066306,1.016439151,1.19459071,1.470503539,1.914731824
518PS0073_8.16.11_1,ref,1.430331804,1.839670558,0.925872598,2.233014024,0.722770036
518PS0089_8.1.12_1,ref,1.225409639,1.460029932,2.432532957,0.841635969,0.167439697
518PS0093_9.24.12_1,ref,1.295006201,2.542287409,0.865492701,1.576530197,0.1957145
518PS0113_7.9.12_1,ref,1.103331664,1.170315558,1.347556594,0.858697273,1.036757231
518PS0113_7.9.12_2,ref,1.176445062,1.857359698,1.068314537,1.279726759,0.500379256
518RCNAPC_10.21.09_1,ref,1.278181245,1.157954774,1.946026366,1.004105658,1.004638181
518RCNAPC_5.20.09_1,ref,1.458335736,2.661477235,1.221872048,1.949993659,0
518RCNAPC_6.16.09_1,ref,1.309131851,0.951013183,1.949993659,1.390919528,0.944601033
518RCNAPC_8.11.09_1,ref,1.517845744,1.684582052,0.96893644,2.661477235,0.756387247
518RCNAPC_8.18.14_1,ref,0.812481623,1.11480118,0,0.652087999,1.483037315
518RCNAPC_8.6.08_1,ref,1.222126719,2.197038502,0.769326845,1.48722042,0.434921111
518RCNAPC_9.9.09_1,ref,1.367057992,1.061047766,1.004542188,1.470503539,1.932138477
518SDCAHR_6.12.13_1,ref,1.290365279,1.947886473,0.980335692,1.850595989,0.38264296
518SED086_8.17.11_1,ref,0.856069018,1.017861947,0.655726275,0.3966103,1.354077549
518SNCABC_9.26.12_1,ref,1.396987957,2.584358359,1.031225345,1.639237061,0.333131063
518SPC134_6.18.13_1,ref,1.146816632,1.211797722,1.811469519,1.099441402,0.464557885
518WE0521_6.19.13_1,ref,1.311031069,1.86266644,1.249928008,1.968906568,0.162623258
518WLCBWL_8.5.13_1,ref,1.313157131,1.412081494,2.661477235,0.931896907,0.247172886
518YLCAFR_8.17.11_1,ref,1.250252337,2.460278138,0.44670591,1.083885946,1.010139353
522CE0027_6.9.14_1,ref,1.082517516,0.460167669,0,1.208425159,2.661477235
522GSCBSC_9.24.09_1,ref,1.110498823,1.826143569,0.490167846,1.743040916,0.38264296
522MFSCRB_9.18.08_1,ref,0.981709854,1.263441337,1.077264595,1.091787712,0.494345772
522MFSCRB_9.18.08_2,ref,1.157970456,2.103547502,0.441953719,1.753249541,0.333131063
522PS0504_6.11.13_1,ref,1.274810722,1.167152543,1.933743712,1.289895859,0.708450775
522PS0504_6.11.13_2,ref,1.469708943,1.857359698,1.470503539,2.217386364,0.333586171
523PS0172_8.10.11_1,ref,0.937231729,1.258646493,0.486506591,1.166575347,0.837198484
523TMCATG_10.5.09_1,ref,1.24247894,1.758815189,0.522561631,1.949993659,0.738545282
524PS0342_7.18.12_1,ref,0.899261698,0.891574859,1.035934131,1.226756066,0.442781734
524PS0650_7.1.14_1,ref,1.298027403,1.851773654,1.096428077,1.901543128,0.342364754
524PS0650_7.1.14_2,ref,1.274771017,1.400647636,2.320262205,0.845801859,0.53237237
524PS0650_7.17.14_1,ref,1.422421273,2.535044425,1.065221785,1.48722042,0.602198461
526PNCAMF_6.25.13_1,ref,0.983055843,1.221872048,1.441299661,0.653007513,0.616044152
526PS0072_8.27.08_1,ref,1.195920771,1.724691148,1.215207785,1.572745385,0.271038764
526PS0072_8.7.14_1,ref,0.758714653,0.936432991,0,0.148431964,1.949993659
526PS0072_9.15.10_1,ref,1.052069703,2.273590366,0.675506498,0.877299996,0.381881951
526PS0072_9.21.09_1,ref,1.123707609,0.951013183,1.949993659,1.121523078,0.472300517
526PS0072_9.23.08_1,ref,1.33411354,1.665799255,1.422682285,2.089315783,0.158656837
526PS0076_8.26.08_1,ref,1.365126158,1.256190597,2.57492513,1.122985918,0.506402986
526PS0396_9.1.09_1,ref,1.406384343,2.390184744,0.532610893,1.949993659,0.752748076
526PS1100_8.21.12_1,ref,1.06646175,1.184067797,1.681516271,1.092240855,0.308022076
526PS1144_8.22.12_1,ref,1.299163677,1.944197294,1.136298189,1.919040126,0.197119101
526PS1420_6.25.13_1,ref,1.157103586,1.371543269,2.056596045,0.728399519,0.471875509
526PSCBLK_8.21.12_1,ref,1.248269098,2.413889055,1.221872048,1.357315291,0
526WER123_8.21.12_1,ref,0.963959767,1.176200237,1.541855451,0.808271392,0.329511988
526WTCACT_6.24.13_1,ref,1.467510412,1.810925706,0.911405839,2.334593814,0.813116291
527PS1156_8.21.12_1,ref,1.151274938,1.365631445,1.413909781,1.176729702,0.648828825
527PS1156_8.21.12_2,ref,1.579381106,2.510901145,0.769326845,1.949993659,1.087302776
532CPC238_7.30.14_1,ref,0.940735469,0.518734463,0,0.582730178,2.661477235
532CRM206_7.10.14_1,ref,1.113779767,1.609711738,0,1.623535281,1.221872048
532PTCAER_8.19.13_1,ref,0.977331651,1.276954078,2.056596045,0.575776478,0
534ANCACF_8.31.10_1,ref,1.378709802,1.955605699,0.798916339,1.555920248,1.204396921
534CFSAIM_7.27.09_1,ref,1.177978787,1.184067797,1.441299661,1.470503539,0.616044152
534DCC167_8.14.13_1,ref,0.952917239,1.368060097,0.564939213,1.327404366,0.551265282
534MLC108_9.14.11_1,ref,1.561352477,1.352625431,2.010893911,0.931896907,1.949993659
534PS0070_8.30.10_1,ref,1.332073166,2.549177077,0.675506498,1.530786165,0.572822926
534RSCAGG_9.19.11_1,ref,1.196493669,1.148626312,1.262853036,1.160008285,1.214487043
534SPC227_7.9.14_1,ref,0.973942265,1.478306699,0,1.333307308,1.084155054
534SRCFFC_8.29.12_1,ref,1.094096371,1.320610628,1.740196654,0.716659286,0.598918916
534WER219_8.29.12_1,ref,1.145460542,2.510901145,0.961658556,0.891821911,0.217460555
536CLR247_7.8.14_1,ref,0.593409687,0.778101695,0,0.178635503,1.41690155
536HLCBFM_6.18.13_1,ref,0.94426125,1.478306699,0.89280572,1.289773112,0.11615947
536LLCACR_9.22.11_1,ref,0.666420158,0.728336771,1.005446956,0.931896907,0
536PS0107_7.17.12_1,ref,1.338460514,2.482368177,1.221872048,1.649601832,0
536SED006_9.20.11_1,ref,0.681073536,0.845762712,0.960866441,0.301620839,0.616044152
536SED108_9.21.11_1,ref,1.290904052,1.802580426,0.806405166,1.715284769,0.839345849
536SED108_9.21.11_2,ref,0.843969901,0.867067584,0,0.558818363,1.949993659
536STR127_6.17.13_1,ref,1.316553294,2.62653475,0.971781278,1.393210129,0.274687017
536TRC119_6.18.13_1,ref,1.14268847,1.049819748,1.40317004,0.993239054,1.124525039
537ADCH41_9.12.11_1,ref,1.435292554,1.709693834,0.905744933,2.135850746,0.989880702
537BLCABG_9.15.11_1,ref,1.080847084,1.345449699,1.04011754,1.221872048,0.715949049
537BSCAWR_7.15.08_1,ref,1.237440689,2.363577863,0.706524654,1.56012636,0.319533877
537GZCAMR_8.7.08_1,ref,1.228511913,1.093410879,1.516661735,1.470503539,0.8334715
537TYCAML_7.16.08_1,ref,1.363369455,1.535531474,1.075206888,2.423066535,0.419672924
539NDCACC_10.15.09_1,ref,1.103247628,1.276954078,1.713830038,1.186268642,0.235937755
539NDCACC_10.8.09_1,ref,1.188283024,2.273590366,0.506629873,1.400088931,0.572822926
539NDCACC_5.5.09_1,ref,1.334721841,1.02381802,1.453942641,1.369651387,1.491475315
539NDCACC_6.15.09_1,ref,1.357434002,1.448740565,0.833285338,2.334593814,0.813116291
539NDCACC_9.10.09_1,ref,1.222751138,1.470503539,2.285106717,1.135394295,0
540BCA168_6.24.14_1,ref,1.257840575,2.454302963,0,1.106555799,1.470503539
540CQCBBR_9.14.11_1,ref,0.976699373,0.982451635,1.004542188,0.631711351,1.288092318
540GNCBTC_9.13.11_1,ref,0.919191929,1.675414258,0.396802542,0.98503374,0.619517174
540MNCANF_9.29.10_1,ref,0.811992402,1.263441337,0.718176397,0.772006103,0.494345772
540MNCASJ_8.24.10_1,ref,1.194036922,2.482368177,0.419632825,1.162457597,0.71168909
540SDC212_6.16.14_1,ref,0.946674103,0.857230681,0,0.52793768,2.40152805
540SED003_8.30.11_1,ref,1.163464082,1.535531474,0.537603444,1.951212024,0.629509386
540SSJ200_6.24.14_1,ref,0.910670394,1.345449699,0,0.507359253,1.789872622
552DKC268_6.23.14_1,ref,1.066235644,2.01768842,0,0.849293446,1.397960712
552DRCAEF_6.25.14_1,ref,1.029726804,0.972627119,0,0.784777515,2.361502583
552FCA017_7.30.13_1,ref,1.111440737,1.938224338,1.058140112,1.449398497,0
552FCA017_7.9.13_1,ref,0.92164171,1.463176548,1.413909781,0.80948051,0
552KRSFBC_7.14.08_1,ref,0.896781079,1.495463182,0.814581365,1.27707977,0
552MFC120_7.22.13_1,ref,0.937931139,1.139643897,1.67423698,0.93784368,0
552MFCAKR_6.11.08_1,ref,1.16439436,1.889661606,1.268042906,1.499872927,0
552PS0028_6.18.08_1,ref,1.018773241,1.415538242,1.75368655,0.905868172,0
552PS0028_6.18.08_2,ref,1.117902525,2.01768842,1.221872048,1.23204963,0
552PS0072_8.30.11_1,ref,0.977441938,1.041720849,0.90573476,1.033196373,0.92911577
552PS0284_8.29.11_1,ref,1.215242095,1.904059028,0.666628271,1.639788047,0.650493033
553KRMAPC_8.22.11_1,ref,0.663352245,0.668880708,0.718176397,0.772006103,0.494345772
553KRNAYC_10.13.11_1,ref,1.420366564,2.501933641,0.593480709,1.691357052,0.894694856
553KRNAYC_6.17.14_1,ref,0.810453314,0.43227872,0,0.448031953,2.361502583
553KRNAYC_6.17.14_2,ref,0.625021648,0.852200332,0,0.882600338,0.765285921
553KRNAYC_8.24.11_1,ref,1.151274938,1.365631445,1.413909781,1.176729702,0.648828825
554CLCALK_8.23.11_1,ref,1.518234733,2.197038502,0.769326845,1.636070048,1.470503539
554FSC207_6.19.14_1,ref,0.960867739,0.664233154,0,0.760137596,2.419100207
554LCCADR_6.10.08_1,ref,1.195688259,1.751224858,1.470503539,1.56102464,0
554NYCGWD_8.25.11_1,ref,0.999055548,1.203985274,1.723623352,0.772006103,0.296607463
554NYCGWD_8.25.11_2,ref,1.108627467,2.230076675,1.093253938,1.111179256,0
554PMCABC_8.24.11_1,ref,1.563198818,0.926311542,1.578566295,1.217736096,2.530181339
554PMCGWD_8.23.11_1,ref,1.481039783,1.818765211,1.262553543,2.251483077,0.591357302
554SED027_8.24.11_1,ref,1.288403615,1.11480118,2.15452919,0.772006103,1.112277986
555PS0064_6.17.08_1,ref,1.271644823,2.56796708,0.944173855,1.040671538,0.533766817
601PS0077_8.7.12_1,ref,1.04786136,1.210380415,1.65749461,1.323570415,0
601PS0077_8.7.12_2,ref,1.449007803,1.893490707,1.24106327,2.661477235,0
603DDM004_7.9.13_1,ref,1.220648851,1.430661514,2.513617389,0.722040226,0.216276275
603DDM005_9.13.11_1,ref,1.318331068,2.230076675,1.093253938,1.949993659,0
603DDM005_9.13.11_2,ref,1.109674208,1.061047766,1.949993659,1.427655407,0
603FCA145_8.21.13_1,ref,1.102938486,1.900680041,0.680232929,1.830840976,0
603GLS001_8.1.10_1,ref,1.085864287,1.468914495,1.108948848,0.84960017,0.915993636
603GSCADC_8.25.10_1,ref,1.375786452,2.230076675,0.911044948,1.949993659,0.412030526
603OHCAOR_8.24.10_1,ref,0.881542231,1.144267199,1.299995773,1.081905953,0
603PS0008_7.30.08_1,ref,0.748561933,0.886984019,1.470503539,0.636760173,0
603PS0045_8.29.11_1,ref,1.111561233,1.421990838,2.010893911,0.78266549,0.230694693
603PS0045_8.29.11_2,ref,0.973188505,2.510901145,0.192331711,1.189521165,0
603PS0056_8.31.11_1,ref,0.973752373,1.008650346,0.920830339,0.784777515,1.180751291
603PS0073_9.13.11_1,ref,1.307636862,1.763017618,0.925872598,2.300733884,0.240923345
603PS0075_7.31.12_1,ref,1.116011934,1.430661514,1.885213042,0.931896907,0.216276275
603PS0075_8.15.12_1,ref,1.214635313,2.448128616,0.923192214,1.48722042,0
603PS0076_7.23.12_1,ref,0.798603978,1.104712283,0.818515857,1.271187772,0
603PS0092_7.25.12_1,ref,1.416940948,1.86266644,1.470503539,2.334593814,0
603PS0109_7.29.08_1,ref,1.404435339,1.182364887,2.661477235,0.830148213,0.943751019
603PS0557_8.18.10_1,ref,1.256668697,2.527420231,0.911044948,0.97016382,0.618045789
603PS1056_7.24.12_1,ref,0.986920114,1.173327953,1.315471913,1.121523078,0.337357512
603PS1056_8.14.12_1,ref,1.211947913,1.877105715,1.356511016,1.462897472,0.151277449
603PS1488_7.10.13_1,ref,1.099103655,1.289291799,1.967178826,0.688584813,0.451359183
603RCC156_7.16.13_1,ref,1.306489198,2.519383919,1.122801341,1.58377153,0
603RCC156_7.16.13_2,ref,0.972076899,0.648418079,1.949993659,1.289895859,0
603SPCBWC_7.22.08_1,ref,1.256748042,1.379752919,1.041606673,2.334593814,0.271038764
626PS0171_5.15.08_1,ref,1.270151489,1.451197325,1.058365216,0.931896907,1.639146506
626PS0619_6.3.10_1,ref,1.393337313,2.527420231,0.546626969,1.675241002,0.824061051
626PS0827_6.3.10_1,ref,0.889268395,0.991698239,0.649997886,1.081905953,0.8334715
626PS1195_5.23.13_1,ref,1.254749818,1.618073877,0.454519276,2.118505896,0.827900223
628MRW138_5.21.14_1,ref,0.843969901,0.867067584,0,0.558818363,1.949993659
630FCA097_8.22.13_1,ref,1.313363808,2.56796708,1.101536164,1.406029714,0.177922272
630PS0005_7.31.08_1,ref,0.952959264,1.061047766,1.506813282,1.24397601,0
630PS0005_7.31.08_2,ref,1.409803494,1.709693834,1.268042906,2.661477235,0
630PS0005_8.25.14_1,ref,0.316399546,0.52024055,0,0.745357635,0
630PS0005_8.25.14_2,ref,0.526973162,0.830812879,0,1.27707977,0
630RBS005_8.12.14_1,ref,0.904552447,1.049819748,0,0.544244971,2.024145071
630RBS005_8.7.12_1,ref,1.187757935,1.919110878,0.757532126,1.719574355,0.354814381
630SED034_8.6.12_1,ref,1.037837584,1.329503629,1.117163284,0.807537393,0.89714603
631DEP001_8.28.12_1,ref,1.26728089,2.471668314,1.221872048,1.3755832,0
631LWK002_8.12.14_1,ref,1.066794741,1.008650346,0,0.897026036,2.361502583
631PS0001_7.28.09_1,ref,1.207688027,1.535531474,1.34400861,1.951212024,0
631PS0001_9.29.10_1,ref,1.18637866,1.311006187,2.413072693,1.021435758,0
631PS0011_7.28.09_1,ref,1.325466016,2.460278138,0.89341182,1.948174105,0
631PS0023_8.4.09_1,ref,0.758722276,1.049819748,0.526188765,1.121523078,0.337357512
631PS0023_8.4.09_2,ref,1.115089701,1.675414258,0.793605084,1.681580875,0.309758587
631PS0033_8.30.10_1,ref,0.95234552,1.365631445,0.942606521,1.176729702,0.324414413
631PS0145_7.2.14_1,ref,1.279873479,2.448128616,0.923192214,1.48722042,0.260952666
631WWK005_7.29.10_1,ref,0.93072823,1.205830112,0.969295094,1.050629275,0.497158438
631WWK005_7.29.10_2,ref,1.027915337,1.857359698,0.640988722,1.279726759,0.333586171
631WWK005_7.29.10_3,ref,0.902288698,1.365631445,0.942606521,0.652087999,0.648828825
632CHV001_7.23.10_1,ref,1.206360193,2.661009365,0.301040939,1.409559745,0.453830724
632DIX001_9.3.12_1,ref,0.980533946,1.173327953,1.578566295,0.832884024,0.337357512
632ELD001_9.8.11_1,ref,1.030304393,1.802580426,1.075206888,1.243430258,0
632HNCAHL_8.31.10_1,ref,1.0725359,1.040481101,1.885213042,0.931896907,0.43255255
632HOS002_9.4.12_1,ref,1.339646166,2.594170826,0.565219723,1.56012636,0.639067754
632MUR001_9.7.11_1,ref,0.778055144,0.912588408,1.227773785,0.971858383,0
632NOB001_7.25.10_1,ref,0,0,0,0,0
632NOB001_9.1.10_1,ref,1.163201687,1.400647636,2.320262205,0.931896907,0
632PS0007_7.23.08_1,ref,1.43923489,2.661477235,1.221872048,1.710494861,0.163095416
632PS0014_8.3.09_1,ref,1.226728283,1.049819748,1.578566295,0.929097042,1.349430047
632PS0058_8.15.11_1,ref,1.200410405,1.851773654,0.877142462,1.901543128,0.171182377
632SVK001_8.27.14_1,ref,0.601805245,0.811575259,0,0.349894378,1.245751345
633PS0003_7.22.08_1,ref,1.215441245,2.273590366,0.675506498,1.530786165,0.381881951
633PS0083_9.4.12_1,ref,1.174801728,1.221872048,1.420709666,1.044552664,1.012072535
633WCR003_9.4.12_1,ref,1.042717131,1.670664679,0.401583296,1.706757278,0.391863273
633WE0991_9.9.14_1,ref,0.601524785,0.923692406,0,0.634956841,0.847449894
634CAT055_10.4.11_1,ref,0.993206157,1.765477367,0.43274635,1.040671538,0.733929374
634CAT055_8.11.10_1,ref,1.100803332,1.02381802,1.163154112,1.470503539,0.745737658
634CLD001_9.9.14_1,ref,1.045631199,1.034814689,0,2.334593814,0.813116291
634EGL005_10.3.11_1,ref,0.9515638,1.263441337,1.436352794,0.612115298,0.494345772
634GACALL_9.10.13_1,ref,1.246315279,2.492438636,0.712758695,1.434685258,0.345378529
634GRF001_10.3.11_1,ref,0.944613541,0.845762712,0.960866441,1.35578086,0.616044152
634HHCATC_10.4.11_1,ref,0.989758929,1.149794099,0.462936299,1.623535281,0.722770036
634HID001_10.3.11_1,ref,1.237654477,1.248577321,1.508170433,1.155744034,1.038126121
634MKC278_9.8.14_1,ref,1.000656168,1.955605699,0,1.14372128,0.903297691
634PS0019_8.5.09_1,ref,0.969823302,1.061047766,1.757948829,1.060296612,0
634PS0035_9.1.10_1,ref,1.221044622,1.763017618,0.308624199,2.571613325,0.240923345
634PS0062_10.12.11_1,ref,0.961930499,1.352625431,2.010893911,0.484202654,0
634PS0099_9.10.12_1,ref,1.168739737,2.661477235,0.374267114,1.004464872,0.634749729
634R10BMW_9.29.11_1,ref,1.332336542,0.876240648,0.597295355,1.194332929,2.661477235
634R10GNL_10.3.11_1,ref,1.058545851,1.535531474,0.537603444,1.951212024,0.209836462
634R10GNL_10.3.11_2,ref,0.77374875,1.11480118,1.077264595,0.532169895,0.370759329
634R10UTR_9.28.11_1,ref,1.265621337,2.197038502,0.576995134,1.636070048,0.652381666
634TRT001_8.26.13_1,ref,1.036712809,1.093410879,1.733327697,1.042288828,0.277823833
634UTRADC_8.21.13_1,ref,1.627631954,1.802580426,1.209607749,2.65899379,0.839345849
634WSN001_10.4.11_1,ref,1.099568296,1.213894618,1.675744926,0.931896907,0.576736734
635CLS001_7.9.10_1,ref,1.25175082,2.633254379,0.821484597,1.154200915,0.398063389
635PRN001_9.2.14_1,ref,0.908159384,0.336216782,0,0.672528995,2.623891759
635PS0038_8.9.10_1,ref,1.121931231,1.910427118,0.640988722,1.56102464,0.375284442
635PS0038_8.9.10_2,ref,1.054076968,1.442931338,1.422802296,0.76295568,0.587618559
636PS0070_9.21.11_1,ref,1.165667532,2.118572841,0.288497567,1.766313472,0.489286249
636SAG001_7.12.10_1,ref,0.990498954,1.221872048,0.690622754,0.986824853,1.062676162
636SHCWES_7.30.13_1,ref,1.172204527,1.810925706,0.911405839,1.763207493,0.203279073
636SHCWES_7.30.13_2,ref,1.158327492,1.333707593,2.193702448,0.728399519,0.377500408
639PS1279_6.11.13_1,ref,1.156503724,2.589366806,0.721243917,1.152308758,0.163095416
641OWC157_7.24.13_1,ref,1.079814536,1.030818485,1.699994472,1.225137097,0.36330809
705PCCPCP_5.21.13_1,ref,1.095544201,1.456405859,0.925872598,1.758975001,0.240923345
719HOTCPF_4.15.14_1,ref,0.819008677,0.755187896,0,0.570853155,1.949993659
719HOTCPF_5.14.13_1,ref,1.419358023,2.661477235,0.374267114,1.58377153,1.057916215
719MISSCK_5.21.13_1,ref,1.195179554,0.985595481,0.662997844,1.148462723,1.98366217
719NP7AZC_4.9.14_1,ref,0.935179975,1.818765211,0,0.700082639,1.221872048
719NP7BNC_4.9.14_1,ref,0.976373924,1.263441337,0,0.6920607,1.949993659
719NP7DPC_4.8.14_1,ref,0.814413147,1.171243522,0,0.615905528,1.470503539
719NP7TWP_4.9.14_1,ref,0.964430537,0.555786925,0,0.640457989,2.661477235
719TRMDSS_4.8.14_1,ref,0.500381195,0.15920226,0,1.842322522,0
719TRMDSS_5.15.13_1,ref,1.199534932,1.352625431,2.513617389,0.931896907,0
719WWRAEF_6.9.10_1,ref,1.273940609,2.245325062,0.887684821,1.762019732,0.20073282
719WWRAEF_6.9.10_2,ref,1.199221931,0.991698239,1.949993659,1.438460078,0.41673575
719WWRPUS_5.13.13_1,ref,1.177100654,1.949993659,1.157340748,1.4203757,0.180692509
719WWRPUS_5.13.13_2,ref,1.031566794,1.470503539,1.967178826,0.688584813,0
722ABSPPC_4.21.14_1,ref,1.044436535,1.694858273,0,1.308600867,1.174286998
722ABSPPC_5.20.13_1,ref,0.866310437,1.221872048,0.872365584,0.62526646,0.745737658
722NP7IDC_4.16.14_1,ref,0.688701137,0.965827043,0,0.567105459,1.221872048
801BNC530_6.19.14_1,ref,1.203555662,1.256190597,1.839232236,0.959195338,0.759604479
801CCCCTT_5.15.13_1,ref,1.090835064,2.160113485,0.610936024,1.592290745,0
801CCWFAC_6.7.11_1,ref,0.58901317,0.926311542,0.789283148,0.640457989,0
801DRC025_6.25.14_1,ref,1.086093493,1.622141945,1.351273522,1.370958504,0
801DRC025_6.25.14_2,ref,0.953192655,1.170541239,1.885213042,0.75701634,0
