,Type,Score,prop.spp.Salinity.BF,prop.spp.HighMotility,prop.ind.most.tol,prop.spp.BCG3
637PS0130_8.27.14_1,int,1.182057206,1.609561547,0.88431778,1.052292291,NA
719BMCPRE_4.7.14_1,int,0.859584669,1.139397749,1.439356257,NA,0
719BMCPRE_5.22.13_1,int,0.807178303,1.111874046,NA,0.755254367,0.554406495
719NP7LBC_4.14.14_1,int,0.874922315,NA,1.749844629,NA,0
719TPPSQH_4.10.14_1,int,1.442078118,1.744758487,1.139397749,NA,NA
719TPPSQH_4.10.14_2,int,0.858372822,1.135762208,1.439356257,NA,0
719TPPSQH_5.15.13_1,int,0.895935902,0.777274442,NA,1.274171026,0.636362238
722NP7CGC_4.16.14_1,int,0.874922315,NA,1.749844629,NA,0
722PS0535_4.16.14_1,int,1.440999193,1.742600638,1.139397749,NA,NA
722PS0535_4.16.14_2,int,0.85835177,1.135699054,1.439356257,NA,0
722PS0535_5.26.09_1,int,0.769320216,0.883196661,NA,0.768005525,0.656758464
722PS0611_6.8.10_1,int,0.874922315,NA,1.749844629,NA,0
801CYC398_6.5.14_1,int,1.004244486,1.46965678,0.74003012,0.803046556,NA
801EBC686_6.19.14_1,int,1.206465342,1.050149643,0.963679755,NA,1.605566628
801EBC686_6.19.14_2,int,1.113345605,1.330835091,NA,0.982090743,1.027110981
801ETC226_6.10.14_1,int,0.891636565,NA,1.150140342,0.611707599,0.913061755
801LYC271_6.10.14_1,int,1.371909444,1.7397302,0.936641876,1.439356257,NA
801LYC600_6.23.14_1,int,1.053472835,1.050387824,1.069385645,NA,1.040645037
801MHC219_6.24.14_1,int,1.058764669,1.326913528,NA,1.166351676,0.683028802
801MIC370_6.9.14_1,int,0.779430088,NA,1.127074792,0.500080837,0.711134636
801PFB019_6.11.14_1,int,0.241123384,0,0.519203314,0.204166837,NA
801PS0019_5.20.08_1,int,0.810142525,0.879981554,0.551426787,NA,0.999019235
801S01783_7.11.12_1,int,0.931235034,0.997236985,NA,0.838136889,0.958331228
801S01805_7.9.12_1,int,0.874922315,NA,1.749844629,NA,0
801S05127_6.11.13_1,int,1.150766093,1.610820643,0.846528155,0.994949482,NA
801S05383_6.10.13_1,int,1.038320616,1.132617492,1.005042929,NA,0.977301426
801S06231_6.6.13_1,int,1.163265748,1.434008049,NA,1.445942049,0.609847145
801S06679_6.6.13_1,int,0.962260671,NA,1.331085601,0.811865932,0.743830481
801S08727_6.5.13_1,int,1.221863385,1.749844629,0.829300532,1.086444994,NA
801S08727_6.5.13_2,int,0.850934541,1.049357117,0.927089255,NA,0.576357251
801S16169_6.3.13_1,int,0.93688473,1.215027686,NA,0.808726962,0.786899542
801SAR124_6.17.14_1,int,0.943574499,NA,0.737843644,0.783206898,1.309672955
801SNP002_5.13.14_1,int,1.442984007,1.746570265,1.139397749,NA,NA
801SNP002_6.18.14_1,int,1.379907187,1.139397749,1.439356257,NA,1.560967555
801STW055_6.11.14_1,int,0.716730229,1.433460457,NA,NA,0
801STW258_6.4.14_1,int,0.874922315,NA,1.749844629,NA,0
802NJR147_6.26.14_1,int,1.18239737,1.48076284,0.899777172,1.166652099,NA
802S25949_6.4.12_1,int,0.77299433,0.702982636,0.934850876,NA,0.681149479
802SJR587_6.3.14_1,int,0.717995377,1.435990755,NA,NA,0
901NP9LCC_3.26.14_1,int,0.710514234,NA,0.916432053,0.580667002,0.634443646
901S00313_4.30.09_1,int,1.057532863,1.482141975,0.660156595,1.030300021,NA
901S04309_5.16.11_1,int,1.06170622,0.877007162,1.005042929,NA,1.303068568
901S04409_5.19.11_1,int,0.717598115,1.43519623,NA,NA,0
901S04565_5.26.11_1,int,0.874922315,NA,1.749844629,NA,0
901S45253_5.18.10_1,int,1.444384642,1.749371535,1.139397749,NA,NA
901SJSMT3_5.8.08_1,int,1.026271287,0.874048162,1.117123788,NA,1.087641909
902M20161_6.25.15_1,int,0.718612695,1.437225391,NA,NA,0
902S00117_5.25.10_1,int,0.514279007,NA,0.659997414,0.408749849,0.474089757
902S00565_4.27.09_1,int,0.751798634,0.93351289,0.503163803,0.818719209,NA
902S01097_5.11.09_1,int,0.738562707,0.696219054,0.799022505,NA,0.720446564
902S02293_5.27.10_1,int,0.815399411,0.658678492,NA,1.213545959,0.573973783
902S02357_5.25.10_1,int,0.836136085,NA,1.150140342,0.787604316,0.570663597
902S05173_5.17.11_1,int,1.438446943,1.737496137,1.139397749,NA,NA
902SMSND3_5.6.08_1,int,0.472178563,0.34870928,0.131245877,NA,0.936580533
902WE0888_6.16.15_1,int,0.716615775,1.433231551,NA,NA,0
903M20124_6.24.15_1,int,0.874922315,NA,1.749844629,NA,0
903M20153_6.24.15_1,int,1.444170231,1.748942713,1.139397749,NA,NA
903NP9SLR_3.19.15_1,int,0.718335965,0.702117959,0.365248027,NA,1.087641909
903NP9SLR_3.25.14_1,int,0.707808896,0.666295363,NA,0.865764397,0.591366928
903S06113_5.23.12_1,int,0.874922315,NA,1.749844629,NA,0
903SLFRCx_5.22.15_1,int,0.942434224,1.480680273,0.407223763,0.939398635,NA
903SLKYS3_5.7.08_1,int,0.406720132,0.527513675,0.362088886,NA,0.330557835
903SLMSA2_5.9.08_1,int,0.343888465,0.448806673,NA,0.582858722,0
905PS0026_5.13.08_1,int,0.464667115,NA,0.353981201,0.40245116,0.637568984
905S01953_4.29.09_1,int,1.011902127,1.346779545,0.723214641,0.965712194,NA
905S15201_5.23.12_1,int,0.653467111,0.437727752,0.773409155,NA,0.749264426
905SDYSA7_5.6.08_1,int,0.514767328,0.553703308,NA,0.838136889,0.152461786
905SDYSA7_5.6.08_2,int,0.262221306,NA,0.130643052,0.347862524,0.308158342
905WE1018_6.9.15_1,int,1.443337578,1.747277407,1.139397749,NA,NA
907BCT_4.17.14_1,int,1.113495903,0.872700304,1.145556065,NA,1.322231341
907BCT_5.14.14_1,int,1.276400611,1.327833649,NA,1.469319171,1.032049014
907S00577_5.12.09_1,int,0.66993324,NA,0.737843644,0.694159185,0.577796892
907S01418_5.12.09_1,int,1.113366883,1.48059868,0.680993167,1.178508802,NA
907S01434_5.13.09_1,int,1.175033022,1.05601734,1.088857782,NA,1.380223943
907S01610_5.31.10_1,int,0.942062791,0.996072899,NA,1.279285796,0.550829679
907S03786_5.30.12_1,int,0.650928577,NA,0.636643545,0.54574633,0.770395856
907S05514_5.18.11_1,int,0.905749068,1.211935499,0.637335587,0.867976117,NA
907S05514_5.18.11_2,int,0.858408553,1.135869402,1.439356257,NA,0
907S46499_6.2.10_1,int,0.647330999,0.110738668,NA,1.194892092,0.636362238
907SDB014_5.21.14_1,int,1.158141977,NA,1.264084156,0.854445068,1.355896706
907SSDR11_5.5.08_1,int,0.751576629,1.076598007,0.420536018,0.757595863,NA
907SSDR11_5.5.08_2,int,0.667457302,0.8696629,0.738359307,NA,0.394349698
909JPCH79_6.8.10_1,int,1.060925664,1.208942144,NA,1.086784455,0.887050393
909SHAR02_5.8.08_1,int,0.431330472,NA,0.400509982,0.585323092,0.308158342
909SLAW02_5.6.08_1,int,1.441547528,1.743697308,1.139397749,NA,NA
909WE0662_6.22.15_1,int,0.859389451,1.138812095,1.439356257,NA,0
910DZRA03_5.6.08_1,int,0.449096216,0.660082056,NA,0.382283019,0.304923572
910S06570_5.24.10_1,int,0.874922315,NA,1.749844629,NA,0
910S14762_5.26.10_1,int,0.692999767,0.673613955,0.420536018,0.984849328,NA
911NCPCR2_3.25.09_1,int,0.858654726,1.13660792,1.439356257,NA,0
911NCPCR2_4.28.09_1,int,1.23809292,1.327006509,NA,1.432728894,0.954543357
911NCPCR2_5.27.09_1,int,0.874922315,NA,1.749844629,NA,0
911S01818_5.6.09_1,int,1.442586867,1.745775985,1.139397749,NA,NA
911S01818_5.6.09_2,int,0.95589708,0.873255838,0.745661359,NA,1.248774044
911S04086_5.6.09_1,int,0.853161158,1.213480961,NA,0.939437749,0.406564763
911S04086_5.6.09_2,int,0.657605201,NA,0.684580434,0.639480765,0.648754405
911S12262_5.24.10_1,int,0.685576659,0.803992933,0.519203314,0.733533732,NA
911TCAM01_5.7.08_1,int,0.859584669,1.139397749,1.439356257,NA,0
911TTJR01_5.5.08_1,int,0.578725015,0.778054372,NA,0.639939554,0.318181119
AHAH1_6.16.07_1,int,0.727461713,NA,0.737843644,0.54574633,0.898795165
AHAH1_6.4.08_1,int,0.887157969,1.481504049,0.407223763,0.772746094,NA
DGSY1_1.19.08_1,int,0.59176368,0.178623338,0.847403277,NA,0.749264426
DGSY1_1.9.08_1,int,0.833164012,0.777304257,NA,1.127214953,0.594972824
DGSY1_12.10.07_1,int,0.867043594,NA,0.869843772,0.726422849,1.00486416
DGSY1_12.20.07_1,int,0.693869129,0.540253447,0.623692594,0.917661347,NA
DGSY1_12.30.07_1,int,0.784465724,0.439923648,0.976892991,NA,0.936580533
DGSY1_5.14.08_1,int,0.71919425,1.438388501,NA,NA,0
GSSJ1_7.3.07_1,int,0.512082668,NA,0.321137356,0.580667002,0.634443646
GVGV1_6.4.08_1,int,0.469786437,0.676203145,0.33718973,0.395966437,NA
LAAS1_6.11.08_1,int,1.11956485,0.964335447,0.851755873,NA,1.542603231
MCRC1_10.6.07_1,int,0.744179244,0.549589484,NA,0.916283267,0.766664982
MCRC1_11.4.08_1,int,0.863141904,NA,0.762526595,0.849811691,0.977087427
MCRC1_6.18.08_1,int,0.971107411,1.607135321,0.700093358,0.606093553,NA
MCRC1_7.4.07_1,int,1.015546718,0.875175952,0.750445461,NA,1.42101874
ME-SCR_5.29.14_1,int,0.636590229,0.445899252,NA,0.886121507,0.577749927
ME-SCR_6.17.15_1,int,0.45274936,NA,0.037227577,0.728408305,0.592612197
MTMT1_6.5.08_1,int,0.536809187,0.404386731,0.440096881,0.76594395,NA
RCRC1_7.1.07_1,int,0.85838778,1.135807083,1.439356257,NA,0
SAMI1_10.4.07_1,int,1.14715571,1.324489022,NA,1.385161533,0.731816574
SAMI1_11.2.08_1,int,1.030053243,NA,1.051912915,0.97563184,1.062614973
SAMI1_6.6.07_1,int,1.396355024,1.74903877,1.000670046,1.439356257,NA
SAMI1_6.6.08_1,int,0.832042359,0.964196014,0.699415032,NA,0.832516029
SASV1_6.13.07_1,int,1.091662285,1.218030813,NA,1.098624815,0.958331228
SCPR1_6.20.08_1,int,0.67568069,NA,0.705198451,0.526596285,0.795247335
SCSF1_6.12.08_1,int,0.873526581,1.212794088,0.674251923,0.733533732,NA
SCSL1_6.16.08_1,int,0.854477038,1.05162501,0.86027182,NA,0.651534284
SCSP1_6.19.07_1,int,0.787704466,0.556157404,NA,1.252549498,0.554406495
SCSP2_6.16.08_1,int,0.676774577,NA,0.670376911,0.743630137,0.616316685
SGCD1_6.9.08_1,int,1.260856837,1.749177745,0.744023797,1.28936897,NA
SGCT1_6.19.07_1,int,1.105415442,0.964286507,1.055156006,NA,1.296803815
SGEW1_6.10.08_1,int,1.321122328,1.438807703,NA,1.385161533,1.139397749
SGEW1_6.25.07_1,int,0.888071023,NA,1.243844136,0.84257204,0.577796892
SGSG1_10.5.07_1,int,1.444396472,1.749395196,1.139397749,NA,NA
SGSG1_11.3.08_1,int,0.85948712,1.139105104,1.439356257,NA,0
SGSG1_6.10.08_1,int,1.103163275,1.328655283,NA,1.066063824,0.914770717
SGSG1_6.24.07_1,int,0.874922315,NA,1.749844629,NA,0
SGUT503_5.27.10_1,int,1.10264715,1.481132756,0.660156595,1.166652099,NA
SGUT503_5.8.09_1,int,1.09679256,1.051766601,1.039787996,NA,1.198823082
SJBL1_6.14.07_1,int,0.88587507,1.107999985,NA,0.838136889,0.711488336
SJBL1_6.3.08_1,int,1.028790995,NA,1.127074792,0.774073799,1.185224393
SJMO1_6.3.08_1,int,1.029600564,1.481141603,0.168303831,1.439356257,NA
SJOF1_5.16.08_1,int,0.674168243,0.615079848,0.542889004,NA,0.864535877
SJSJ2_6.5.07_1,int,0.555674213,0.446012261,NA,0.908268254,0.312742126
SJSJ5_5.13.08_1,int,0.850389328,NA,1.00021427,0.523759241,1.027194474
SLRC1_6.9.08_1,int,0.813356763,1.205633865,0.584486939,0.649949485,NA
SLWM1_6.12.07_1,int,0.233491477,0.003021889,0.208801829,NA,0.488650713
SMC00027_7.13.15_1,int,0.71779567,1.435591339,NA,NA,0
SMC00105_5.12.09_1,int,0.813086744,NA,0.891177126,0.707651263,0.840431843
SMC00105_5.22.14_1,int,0.667054272,0.943820249,0.260788966,0.7965536,NA
SMC00191_7.12.10_1,int,0.592419879,0.615299189,0.32944442,NA,0.832516029
SMC00324_6.21.10_1,int,0.965534703,0.997945783,NA,1.020478437,0.878179889
SMC00440_5.20.09_1,int,0.720977445,NA,0.869843772,0.623179124,0.66990944
SMC00457_6.4.09_1,int,0.693177858,1.212651054,0.260788966,0.606093553,NA
SMC00464_5.8.09_1,int,1.005146266,1.138962333,0.93989593,NA,0.936580533
SMC00464_6.4.14_1,int,1.061796223,1.108658642,NA,1.263600501,0.813129526
SMC00480_5.13.09_1,int,0.874922315,NA,1.749844629,NA,0
SMC00480_5.13.09_2,int,1.441363225,1.74533567,1.139397749,1.439356257,NA
SMC00520_5.19.09_1,int,1.094875225,1.139397749,1.005042929,NA,1.140184997
SMC00520_6.25.14_1,int,0.879618287,0.886403442,NA,0.973923148,0.77852827
SMC00544_6.22.11_1,int,0.760594357,NA,1.013843912,0.707651263,0.560287895
SMC00660_7.14.15_1,int,1.440958268,1.742518787,1.139397749,NA,NA
SMC00665_7.27.11_1,int,0.265146608,0,0.371327885,NA,0.424111939
SMC00693_5.31.10_1,int,0.610350416,0.668614716,NA,0.926366671,0.236069863
SMC00693_5.31.10_2,int,0.501513937,NA,0.550436054,0.611707599,0.342398158
SMC00827_6.15.09_1,int,0.800404106,1.079227841,0.795594312,0.526390164,NA
SMC00903_7.6.11_1,int,1.121111094,1.046803242,0.84476063,NA,1.471769409
SMC00924_6.25.14_1,int,1.042846846,1.216941892,NA,0.95705529,0.954543357
SMC00924_6.9.09_1,int,1.045148526,NA,1.110686112,0.889439257,1.135320208
SMC01040_6.9.09_1,int,1.254478622,1.616447749,1.007606432,1.139381684,NA
SMC01096_6.7.10_1,int,0.731049863,0.525438006,0.580069673,NA,1.087641909
SMC01096_6.7.10_2,int,0.785679231,0.778809696,NA,0.968380852,0.609847145
SMC01097_5.4.15_1,int,0.874922315,NA,1.749844629,NA,0
SMC01155_5.12.09_1,int,0.564760564,0.937990628,0.216858527,0.539432537,NA
SMC01174_7.20.11_1,int,0.613352436,0.352049989,0.551426787,NA,0.936580533
SMC01320_6.7.10_1,int,0.797196023,0.890334518,NA,0.99902649,0.50222706
SMC01384_6.30.15_1,int,0.874922315,NA,1.749844629,NA,0
SMC01504_6.28.11_1,int,1.286259963,1.749656891,0.919745553,1.189377446,NA
SMC01504_6.28.11_2,int,1.082297959,1.053028891,1.023139318,NA,1.170725666
SMC01523_7.7.11_1,int,1.26261029,1.327627427,NA,1.320805693,1.139397749
SMC01544_7.14.10_1,int,0.651065031,NA,0.882415213,0.630553676,0.440226203
SMC01559_6.21.11_1,int,1.031857268,1.611518436,0.566392021,0.917661347,NA
SMC01655_7.6.11_1,int,0.997432597,1.136666224,1.26410702,NA,0.591524547
SMC01689_7.5.12_1,int,0.443096002,0.22083968,NA,0.46272782,0.645720506
SMC01717_5.28.09_1,int,0.529965051,NA,0.70892933,0.528784861,0.352180963
SMC01808_6.13.11_1,int,0.767839848,1.085744709,0.427012249,0.790762585,NA
SMC01909_6.9.09_1,int,0.859584669,1.139397749,1.439356257,NA,0
SMC01909_7.10.14_1,int,0.515000654,0.439674074,NA,0.724173422,0.381154466
SMC02075_7.17.12_1,int,0.728689551,NA,0.850288198,0.479785062,0.855995395
SMC02088_6.14.11_1,int,0.929779548,1.474854684,0.420536018,0.893947942,NA
SMC02092_6.14.11_1,int,0.859108812,1.137970179,1.439356257,NA,0
SMC02145_7.19.11_1,int,0.501493803,0.334239991,NA,0.639939554,0.530301865
SMC02167_6.7.10_1,int,0.775237092,NA,1.197844092,0.707651263,0.420215921
SMC02436_5.28.09_1,int,0.616986424,0.681098287,0.480441162,0.689419824,NA
SMC02457_5.31.10_1,int,0.297818471,0.263389331,0.421937073,NA,0.208129007
SMC02568_6.12.12_1,int,0.743729144,0.771949453,NA,0.618069504,0.841168476
SMC02573_6.9.10_1,int,0.445812786,NA,0.616403525,0.47450816,0.246526674
SMC02712_6.7.12_1,int,0.986266849,1.342974252,0.645180309,0.970645986,NA
SMC02933_6.1.10_1,int,0.46511942,0.439303005,0.47265885,NA,0.483396404
SMC02976_7.25.14_1,int,1.296980088,1.430736823,NA,1.320805693,1.139397749
SMC02976_7.27.10_1,int,1.044344688,NA,0.786034167,1.026321288,1.32067861
SMC03110_7.26.11_1,int,0.459571564,0.678484714,0.260788966,0.439441013,NA
SMC03216_7.27.11_1,int,1.306015832,1.139397749,1.149814039,NA,1.62883571
SMC03401_7.8.13_1,int,0.502533243,0.553967883,NA,0.496246487,0.457385359
SMC03438_7.2.12_1,int,0.50865481,NA,0.829843733,0.275904776,0.420215921
SMC03510_7.15.14_1,int,0.378359753,0.137506284,0.46511659,0.532456384,NA
SMC03510_7.21.11_1,int,0.423977033,0.526228664,0.32944442,NA,0.416258015
SMC03533_6.1.10_1,int,0.719678128,1.439356257,NA,NA,0
SMC03984_6.18.12_1,int,0.868965428,NA,1.045843944,0.623179124,0.937873216
SMC04000_7.30.12_1,int,1.230779072,1.749844629,0.733886003,1.208606585,NA
SMC04047_5.14.09_1,int,1.001397682,1.050577723,0.851755873,NA,1.101859451
SMC04134_7.26.11_1,int,0.71862518,1.43725036,NA,NA,0
SMC04175_6.11.09_1,int,0.826973045,NA,1.035490992,0.720349689,0.725078452
SMC04239_6.11.09_1,int,1.095208001,1.482540901,0.963675992,0.83940711,NA
SMC04399_6.11.09_1,int,0.435400373,0.61599099,0.240651473,NA,0.449558656
SMC04426_7.25.11_1,int,0.787083986,0.991589328,NA,0.812088097,0.557574532
SMC04600_7.8.14_1,int,0.556265573,NA,0.663794791,0.328556787,0.676445142
SMC04661_7.16.14_1,int,1.443287059,1.747176368,1.139397749,NA,NA
SMC04661_7.18.11_1,int,0.652841706,0.350362325,0.899399147,NA,0.708763647
SMC04682_7.25.11_1,int,1.006322008,0.993158692,NA,1.293990759,0.731816574
SMC04880_6.6.12_1,int,0.850318089,NA,0.850288198,0.787604316,0.913061755
SMC04972_7.1.13_1,int,0.874278234,1.210061126,0.594054367,0.818719209,NA
SMC05020_7.15.13_1,int,0.816889442,0.962301878,1.047622667,NA,0.44074378
SMC05146_7.10.12_1,int,0.857103095,0.99943746,NA,0.939437749,0.632434076
SMC05199_7.6.11_1,int,0.741025933,NA,0.897633273,0.514501519,0.810943006
SMC05296_6.26.12_1,int,0.89789377,1.348544136,0.762851128,0.582286048,NA
SMC05402_7.28.11_1,int,0.993204592,0.787765832,1.183222756,NA,1.008625189
SMC05640_6.17.13_1,int,0.796069104,0.780938974,NA,0.968380852,0.638887485
SMC05759_5.29.14_1,int,0.54601491,NA,0.553843465,0.383841398,0.700359869
SMC05759_6.21.10_1,int,0.967161392,1.344411532,0.717665533,0.83940711,NA
SMC05968_7.1.13_1,int,0.919042619,0.960908602,0.725841504,NA,1.070377752
SMC06044_6.17.13_1,int,0.510256883,0.995175015,NA,0.129030869,0.406564763
SMC06216_5.26.09_1,int,0.933957144,NA,1.035490992,0.860032375,0.906348065
SMC06216_6.3.14_1,int,0.70701004,0.941558986,0.74003012,0.439441013,NA
SMC06288_7.8.13_1,int,1.135716604,1.051993061,1.106382706,NA,1.248774044
SMC06298_7.17.12_1,int,0.962371181,0.995774952,NA,1.124673608,0.766664982
SMC06794_7.18.12_1,int,0.826686634,NA,0.959990202,0.618142845,0.901926855
SMC06863_7.21.11_1,int,0.872400919,1.343797758,0.334006365,0.939398635,NA
SMC06904_7.8.14_1,int,0.284808115,0,0,NA,0.854424346
SMC08335_5.19.14_1,int,0.718844687,1.437689374,NA,NA,0
SMC08335_6.11.15_1,int,0.874922315,NA,1.749844629,NA,0
SMC08335_7.7.10_1,int,0.725623161,0.802480381,0.480441162,0.893947942,NA
SMC08655_6.21.12_1,int,0.956106512,0.792265719,0.753822475,NA,1.322231341
SMC08660_6.6.13_1,int,0.195292888,0.333528121,NA,0,0.252350543
SMC09162_8.1.11_1,int,0.56766732,NA,0.466331184,0.560225633,0.676445142
SMC09325_6.21.12_1,int,0.565654145,0.673536246,0.334006365,0.689419824,NA
SMC09325_6.21.12_2,int,0.436669678,0.356177594,0.32944442,NA,0.624387022
SMC09591_6.3.10_1,int,0.842615246,1.001601549,NA,1.074505563,0.451738626
SMC10146_6.28.11_1,int,0.874922315,NA,1.749844629,NA,0
SMC10756_6.26.13_1,int,0.623341169,0.937910643,0.53113013,0.400982734,NA
SMC11343_6.4.12_1,int,0.835228576,0.703686767,0.47265885,NA,1.329340111
SMC11394_6.30.11_1,int,1.200357558,1.326751649,NA,1.228868778,1.045452248
SMC11430_7.12.12_1,int,0.469745738,NA,0.693843601,0.313447949,0.401945664
SMC11593_6.21.12_1,int,0.52626789,0.81400234,0.107987439,0.656813892,NA
SMC11727_6.9.10_1,int,0.936524566,0.875136861,0.719413444,NA,1.215023394
SMC13391_6.21.12_1,int,0.591954427,0.778000524,NA,0.240811129,0.757051628
SMC13402_7.18.13_1,int,0.831274105,NA,1.430265371,0.576991142,0.486565804
SMC13508_6.24.15_1,int,0.225249105,0,0.129932339,0.545814975,NA
SMC13508_7.12.10_1,int,0.242920001,0,0.546012583,NA,0.182747421
SMC16169_6.16.15_1,int,0.716834371,1.433668742,NA,NA,0
SMC16446_6.21.12_1,int,0.693048884,NA,0.693843601,0.313447949,1.071855104
SMC16980_7.6.11_1,int,1.108230873,1.612949703,0.733886003,0.977856913,NA
SMC19945_6.25.13_1,int,0.903301113,0.705531605,0.488003254,NA,1.516368482
SMC25288_6.30.11_1,int,1.37410073,1.327005313,NA,1.749844629,1.045452248
SMC26288_5.12.09_1,int,0.724071187,NA,0.684580434,0.514501519,0.973131607
SMC26694_7.16.13_1,int,0.596745756,0.405591785,0.415837575,0.968807907,NA
SMC32718_6.3.10_1,int,0.393205152,0.264626,0.240651473,NA,0.674337984
SMC34888_6.24.10_1,int,0.770265309,0.890253766,NA,0.755254367,0.665287794
SMC35697_6.10.10_1,int,0.537177583,NA,0.897633273,0.389522273,0.324377202
SMC35837_6.25.12_1,int,0.806263395,0.942648107,0.623692594,0.852449483,NA
SMCR8_124_6.24.09_1,int,1.346352139,1.139397749,1.149814039,NA,1.749844629
SMCR8_184_7.7.09_1,int,1.230173597,1.4377284,NA,1.535325161,0.717467229
SMCR8_218_6.22.09_1,int,0.874922315,NA,1.749844629,NA,0
SMCR8_219_7.6.09_1,int,1.129601214,1.615131361,0.762851128,1.010821152,NA
SMCR8_513_6.22.09_1,int,0.914919219,0.963416495,0.84476063,NA,0.936580533
SMCR8_600_6.28.09_1,int,1.333294533,1.436909443,NA,1.749844629,0.813129526
SMCR8_613_6.29.09_1,int,0.599062404,NA,0.737843644,0.54574633,0.513597237
SMDL1_6.26.07_1,int,0.459739116,0.267781759,0.386304507,0.725131082,NA
SMRC1_10.7.07_1,int,0.672908112,0.701719588,0.655889078,NA,0.66111567
SMRC1_11.5.08_1,int,0.378458075,0.668220049,NA,0.331632589,0.135521588
SMRC1_6.16.08_1,int,0.187551027,NA,0.100657838,0.347862524,0.114132719
SMRC1_6.5.07_1,int,0.604909492,0.944842065,0.480441162,0.38944525,NA
SMRC1_7.7.10_1,int,0.335143881,0.174364014,0.542889004,NA,0.288178626
SMSM2_6.12.07_1,int,0.448236629,0.890971738,NA,0.291112245,0.162625905
SMST1_6.24.07_1,int,0.540090374,NA,0.304128936,0.54574633,0.770395856
SQMZ1_6.5.08_1,int,0.848350061,1.07978211,0.668714472,0.7965536,NA
SRSD1_5.15.08_1,int,0.576514975,0.266299219,0.392867953,NA,1.070377752
SRSD2_6.17.08_1,int,0.717500696,1.435001392,NA,NA,0
SRSV1_6.17.08_1,int,0.486603278,NA,0.369843285,0.599714641,0.490251908
SWHC1_6.12.08_1,int,0.503408167,0.67828977,0.566392021,0.265542709,NA
SWJP1_6.11.08_1,int,0.5799819,0.701308789,0.206120882,NA,0.832516029
SWSW2_6.11.08_1,int,0.821210093,0.9924262,NA,0.908268254,0.562935826
SYCH1_6.5.08_1,int,0.821885931,NA,0.797373113,0.580667002,1.087617679
SYFG1_6.6.08_1,int,0.683302312,0.806365542,0.321382675,0.922158717,NA
SYHC1_7.2.07_1,int,0.799336619,0.875336277,0.773409155,NA,0.749264426
SYOS1_6.6.08_1,int,0.784173816,1.10577781,NA,0.230331729,1.016411908
SYSY1_7.2.07_1,int,0.495619617,NA,0.62539909,0.347862524,0.513597237
TCTC1_6.20.08_1,int,0.525220984,0.399736644,0.436510723,0.739415586,NA
TJPC1_6.27.07_1,int,0.920905965,0.615657291,0.773409155,NA,1.373651448
TJPC2_6.10.08_1,int,0.719678128,1.439356257,NA,NA,0
TJPC3_6.10.08_1,int,0.771026613,NA,0.700362126,0.699655957,0.913061755
VRLC1_6.18.07_1,int,0.555987624,0.674213513,0.398071589,0.59567777,NA
VRVR4_6.19.07_1,int,0.758950117,0.614428314,0.725841504,NA,0.936580533
105PS0188_8.26.08_1,str,1.040541412,1.105563291,NA,1.432728894,0.583332052
105PS0188_8.26.08_2,str,0.865579131,NA,0.76851034,0.707651263,1.12057579
106FC1183_7.24.14_1,str,1.247893925,1.744384872,0.809919455,1.189377446,NA
106FC1313_7.23.14_1,str,1.311103322,1.135842671,1.047622667,NA,1.749844629
106PS0078_8.26.09_1,str,1.202499449,1.2155511,NA,1.252549498,1.139397749
106PS0173_8.4.11_1,str,1.080669987,NA,1.243844136,0.84257204,1.155593783
106PS0186_9.26.12_1,str,1.117543989,1.478324471,0.809919455,1.06438804,NA
109PS0162_7.20.11_1,str,0.854388769,0.87705344,0.576091495,NA,1.110021372
110ECSLSF_7.26.11_1,str,1.137775252,1.328609609,NA,1.086784455,0.997931692
110FCA102_7.25.13_1,str,0.721051255,NA,0.550436054,0.699655957,0.913061755
111CR1012_8.18.14_1,str,1.303202752,1.74442417,0.875815114,1.28936897,NA
111PS0057_8.18.08_1,str,1.070054478,1.051786189,1.136653029,NA,1.021724218
113GAR010_6.8.09_1,str,1.154207255,1.439011314,NA,0.939437749,1.084172702
113GAR010_8.27.12_1,str,0.875399241,NA,1.013843912,0.49177802,1.12057579
113GAR038_6.8.09_1,str,1.444621189,1.749844629,1.139397749,NA,NA
113GAR038_9.10.12_1,str,1.04856357,1.052120828,0.488003254,NA,1.605566628
113GAR046_6.18.12_1,str,0.716907258,1.433814516,NA,NA,0
113GAR046_6.8.09_1,str,1.020029635,NA,1.21011077,0.822783659,1.027194474
113GAR046_9.2.14_1,str,1.442546107,1.745694465,1.139397749,NA,NA
113GAR061_6.19.12_1,str,0.820991724,0.789381361,0.502868144,NA,1.170725666
113GAR061_7.1.09_1,str,0.898760443,1.102863802,NA,0.95705529,0.636362238
113GAR061_9.3.14_1,str,0.874922315,NA,1.749844629,NA,0
113GAR061_9.3.14_2,str,1.442523702,1.745649655,1.139397749,NA,NA
113GAR084_6.28.10_1,str,0.897006008,0.961990964,0.425958493,NA,1.303068568
113GAR094_7.27.10_1,str,0.947386077,1.218123125,NA,0.982090743,0.641944363
113GAR094_7.27.10_2,str,0.932471164,NA,0.897633273,0.764460011,1.135320208
113GAR110_6.18.12_1,str,1.10820804,1.609401895,0.875815114,0.83940711,NA
113GAR110_6.30.09_1,str,1.104423385,1.139282941,0.851755873,NA,1.322231341
113GAR110_9.2.14_1,str,0.716715887,1.433431774,NA,NA,0
113PS0084_8.18.09_1,str,0.966380656,NA,1.323738951,0.764460011,0.810943006
