"","Type","Sums","Means"
"309ARCBRC_8.25.08_1","ref",4.6006158523663,1.15015396309158
"309ARSARC_6.23.10_1","ref",4.88940116557858,1.22235029139464
"309CAW126_5.21.14_1","ref",4.37333319267438,1.0933332981686
"309NAF_5.24.12_1","ref",5.35229366380333,1.33807341595083
"309PS0116_6.16.11_1","ref",4.7601376801594,1.19003442003985
"309PS0116_6.16.11_2","ref",5.03626619193156,1.25906654798289
"309WLCATC_6.22.10_1","ref",4.87105552371348,1.21776388092837
"310COO_6.24.10_1","ref",4.75213751734324,1.18803437933581
"310LPCBPC_6.9.09_1","ref",5.16303971599156,1.29075992899789
"312DAVDAV_6.7.12_1","ref",4.88940116557858,1.22235029139464
"312MZCDBC_5.13.14_1","ref",3.62145327221989,0.905363318054972
"312MZCDBC_6.14.10_1","ref",3.94493715476678,0.986234288691694
"312PS0099_6.14.10_1","ref",3.84048923291622,0.960122308229056
"312PS0099_6.14.10_2","ref",4.1607868223306,1.04019670558265
"312RYCALR_6.16.10_1","ref",4.33020096849099,1.08255024212275
"315CHCALS_6.15.10_1","ref",2.08466155638397,0.521165389095992
"402BA0095_5.29.08_1","ref",4.40108501013536,1.10027125253384
"402BA0287_6.9.08_1","ref",4.33057707423217,1.08264426855804
"402BA0287_6.9.08_2","ref",3.26727985310368,0.816819963275919
"402M00005_6.11.15_1","ref",4.17259624925352,1.04314906231338
"402M00009_6.29.15_1","ref",4.80257680845754,1.20064420211438
"402MTCUNF_6.5.12_1","ref",2.0283092847498,0.507077321187451
"402PS0048_5.21.08_1","ref",3.47479273417448,0.868698183543619
"403BA0015_5.19.08_1","ref",3.78797804043912,0.946994510109781
"403BA0064_5.12.08_1","ref",1.86588322085879,0.466470805214699
"403BA0064_6.18.14_1","ref",4.1529402495153,1.03823506237882
"403BA0140_5.21.08_1","ref",4.5025806266232,1.1256451566558
"403BA0171_5.19.08_1","ref",3.88986853027295,0.972467132568238
"403BA0960_5.21.08_1","ref",3.97708171017088,0.994270427542719
"403LNCASC_6.15.10_1","ref",4.60841901493402,1.1521047537335
"403S00064_6.2.10_1","ref",4.09428570917048,1.02357142729262
"403S00875_6.24.10_1","ref",4.085016252808,1.021254063202
"403S00960_6.2.10_1","ref",4.67457566207784,1.16864391551946
"403S01536_7.12.11_1","ref",2.099233106565,0.52480827664125
"403S01536_7.12.11_2","ref",2.00021054853442,0.500052637133606
"403S01883_6.21.10_1","ref",4.86752200475269,1.21688050118817
"403S03643_6.24.10_1","ref",4.04927831898234,1.01231957974559
"403S03643_6.24.10_2","ref",4.40825661209894,1.10206415302474
"403S06315_6.27.12_1","ref",4.50696400773757,1.12674100193439
"403STC064_6.8.11_1","ref",4.74542909507279,1.1863572737682
"403STC086_6.21.11_1","ref",4.55995199181843,1.13998799795461
"403STC086_6.21.11_2","ref",4.34148949562419,1.08537237390605
"403WE0501_5.14.13_1","ref",3.60598025041881,0.901495062604704
"403WE0540_5.14.14_1","ref",4.76912399945682,1.1922809998642
"403WE0540_5.16.13_1","ref",4.00904651861233,1.00226162965308
"403WE0683_5.15.13_1","ref",4.65627449204652,1.16406862301163
"403WE1027_5.14.14_1","ref",4.47959583257638,1.1198989581441
"403WE1027_5.30.13_1","ref",3.4047966229527,0.851199155738175
"405BRCAMS_6.7.11_1","ref",3.55806409387266,0.889516023468164
"405BRCASG_5.7.14_1","ref",2.83460154962893,0.708650387407232
"405BRCSGR_5.28.08_1","ref",4.55920436308417,1.13980109077104
"405SGRAAG_5.28.08_1","ref",3.79061128853418,0.947652822133546
"405WER318_3.27.09_1","ref",2.83981320865222,0.709953302163056
"405WER318_4.30.09_1","ref",3.54564666034805,0.886411665087013
"405WER318_6.2.09_1","ref",3.7266929108193,0.931673227704825
"405WER318_7.7.09_1","ref",3.43350766834684,0.858376917086709
"405WER318_8.18.09_1","ref",3.58545005325535,0.896362513313838
"504DCFRxx_7.27.10_1","ref",3.71841202403821,0.929603006009553
"504PS0227_8.12.09_1","ref",3.89287559562738,0.973218898906846
"504WE0527_7.2.13_1","ref",3.03295055076583,0.758237637691456
"504WE0527_7.2.13_2","ref",3.20579270480079,0.801448176200197
"505BMCMCR_8.4.10_1","ref",4.16571532565281,1.0414288314132
"505BMCMCR_8.4.10_2","ref",4.20587349770414,1.05146837442603
"505LBCAMR_8.7.13_1","ref",3.4047966229527,0.851199155738175
"505PS0110_8.3.10_1","ref",5.00095938091884,1.25023984522971
"505PS0110_9.16.10_1","ref",4.18089197821679,1.0452229945542
"505PS0174_9.27.11_1","ref",4.82428059736443,1.20607014934111
"506PS0062_9.15.08_1","ref",5.29227804915732,1.32306951228933
"507MZCAML_7.17.12_1","ref",4.00904651861233,1.00226162965308
"507MZCAML_7.17.12_2","ref",3.78383025388743,0.945957563471858
"509ACNFPP_7.30.08_1","ref",4.44549453386156,1.11137363346539
"509ACNFPP_9.16.08_1","ref",4.17468642887393,1.04367160721848
"509ACNFPP_9.25.14_1","ref",4.05429152276821,1.01357288069205
"509ACSFPP_7.16.08_1","ref",4.85477218931955,1.21369304732989
"509ATCINC_7.14.08_1","ref",4.9001561066051,1.22503902665127
"509BSCADC_8.31.11_1","ref",4.89803876523848,1.22450969130962
"509CBCADC_8.24.10_1","ref",4.65051372119398,1.1626284302985
"509CTCADC_7.10.12_1","ref",4.66253366231356,1.16563341557839
"509CWCPLR_7.7.08_1","ref",3.64231104519223,0.910577761298058
"509FCA054_8.27.13_1","ref",4.4402297522496,1.1100574380624
"509ICPPCX_7.30.08_1","ref",3.67946905022565,0.919867262556413
"509ICPPCX_9.10.08_1","ref",5.58469144148487,1.39617286037122
"509MLC145_8.6.13_1","ref",4.5716420488772,1.1429105122193
"509PCDTWR_7.15.08_1","ref",4.11859785389421,1.02964946347355
"509PCDTWR_9.3.08_1","ref",4.50176447445389,1.12544111861347
"509PMC197_7.2.14_1","ref",4.19429541547425,1.04857385386856
"509PS0085_9.7.11_1","ref",4.47075451887129,1.11768862971782
"509PS0085_9.7.11_2","ref",5.20225462718831,1.30056365679708
"509PS0170_7.26.10_1","ref",4.65051372119398,1.1626284302985
"509PS0234_7.21.11_1","ref",4.72885393754632,1.18221348438658
"509PS0234_8.15.11_1","ref",4.85612869978957,1.21403217494739
"509PS0334_9.12.12_1","ref",3.93061329621945,0.982653324054864
"513BTCACC_9.10.08_1","ref",4.62124241877518,1.15531060469379
"513BTCACC_9.10.08_2","ref",4.5387957785446,1.13469894463615
"513CCNASC_7.16.14_1","ref",3.36818856922766,0.842047142306915
"513PS0008_6.11.09_1","ref",4.72412595111196,1.18103148777799
"513PS0008_6.25.08_1","ref",5.50671966653541,1.37667991663385
"513PS0008_8.7.08_1","ref",3.99669391915024,0.999173479787559
"513PS0008_9.1.10_1","ref",3.8082005823498,0.95205014558745
"513PS0200_7.30.12_1","ref",2.34667106280045,0.586667765700111
"513STCAIV_6.12.14_1","ref",4.30122288846206,1.07530572211552
"513STCAIV_6.27.12_1","ref",4.67780407052266,1.16945101763067
"513UNCAKC_5.20.09_1","ref",4.61291723448697,1.15322930862174
"513UNCAKC_6.4.09_1","ref",3.65659633550765,0.914149083876912
"513UNCAKC_7.13.09_1","ref",3.89692531777006,0.974231329442515
"513UNCAKC_8.13.09_1","ref",4.0367294139033,1.00918235347583
"513UNCAKC_9.10.08_1","ref",3.34577176445251,0.836442941113128
"513UNCAKC_9.10.08_2","ref",2.6948227004093,0.673705675102325
"513UNCAKC_9.23.09_1","ref",4.03011287291313,1.00752821822828
"514BMCARC_9.27.11_1","ref",4.66253366231356,1.16563341557839
"514BRUUPX_10.9.08_1","ref",4.80369818362517,1.20092454590629
"514BRUUPX_10.9.08_2","ref",5.19628580234302,1.29907145058575
"514DNCLDC_7.22.10_1","ref",5.20605824877501,1.30151456219375
"514DNCLDC_9.7.10_1","ref",4.2883232508296,1.0720808127074
"514ICEUPx_8.13.14_1","ref",3.2438447336779,0.810961183419475
"514LNCASC_8.18.11_1","ref",3.87004717062356,0.967511792655891
"514LNCASC_8.18.11_2","ref",3.47099360586122,0.867748401465306
"514LNCASC_8.30.11_1","ref",4.11659250860443,1.02914812715111
"514PCASMR_10.29.14_1","ref",4.71683121103982,1.17920780275995
"514PS0131_7.28.14_1","ref",4.4746192317406,1.11865480793515
"514SBCAMR_8.17.11_1","ref",3.01254298904205,0.753135747260512
"514SBCAMR_8.29.11_1","ref",4.62082198274146,1.15520549568537
"514SCCAAR_7.24.08_1","ref",4.37154783917599,1.092886959794
"514SFA222_7.28.14_1","ref",3.38176025457579,0.845440063643948
"514SSC190_9.11.14_1","ref",3.09198649841445,0.772996624603613
"517FCA046_7.11.13_1","ref",3.85602552464975,0.964006381162438
"517FCA046_8.14.13_1","ref",4.27963995690347,1.06990998922587
"517LCCAYB_8.12.08_1","ref",4.39091880901795,1.09772970225449
"517PS0054_7.28.10_1","ref",3.44050974372789,0.860127435931971
"517PS0074_9.20.11_1","ref",4.19269604132211,1.04817401033053
"518BTCASC_6.12.13_1","ref",4.6034292851906,1.15085732129765
"518CHCANF_7.12.12_1","ref",3.94493715476678,0.986234288691694
"518CPCRCR_8.14.08_1","ref",5.33508592029684,1.33377148007421
"518CPCRCR_8.20.14_1","ref",4.77138864943502,1.19284716235875
"518CPCRCR_8.20.14_2","ref",4.37988910468237,1.09497227617059
"518FCA075_8.12.13_1","ref",4.48387351252299,1.12096837813075
"518GZCUPx_6.30.14_1","ref",4.62347940508277,1.15586985127069
"518GZCUPx_8.20.08_1","ref",5.99287224322534,1.49821806080634
"518KNCAWC_8.15.11_1","ref",4.95964479042506,1.23991119760626
"518MLC181_7.15.14_1","ref",3.9602996276703,0.990074906917575
"518PS0033_6.29.09_1","ref",5.06254134970336,1.26563533742584
"518PS0073_8.16.11_1","ref",5.03654495635337,1.25913623908834
"518PS0089_8.1.12_1","ref",3.84164716068324,0.960411790170809
"518PS0093_9.24.12_1","ref",3.89191525049888,0.972978812624719
"518PS0113_7.9.12_1","ref",3.4982031333648,0.874550783341199
"518PS0113_7.9.12_2","ref",4.01071360937629,1.00267840234407
"518RCNAPC_10.21.09_1","ref",4.95515140810886,1.23878785202721
"518RCNAPC_5.20.09_1","ref",4.6455313488348,1.1613828372087
"518RCNAPC_6.16.09_1","ref",5.38466900254353,1.34616725063588
"518RCNAPC_8.11.09_1","ref",4.59789662446793,1.14947415611698
"518RCNAPC_8.18.14_1","ref",4.70457299006652,1.17614324751663
"518RCNAPC_8.6.08_1","ref",4.66271618240316,1.16567904560079
"518RCNAPC_9.9.09_1","ref",5.23166895224777,1.30791723806194
"518SDCAHR_6.12.13_1","ref",4.26991791656259,1.06747947914065
"518SED086_8.17.11_1","ref",4.30420325851608,1.07605081462902
"518SNCABC_9.26.12_1","ref",4.70379696910749,1.17594924227687
"518SPC134_6.18.13_1","ref",4.92172608999265,1.23043152249816
"518WE0521_6.19.13_1","ref",3.89567431883793,0.973918579709482
"518WLCBWL_8.5.13_1","ref",4.47443839958174,1.11860959989544
"518YLCAFR_8.17.11_1","ref",4.4463545002243,1.11158862505608
"522CE0027_6.9.14_1","ref",3.88612785113913,0.971531962784782
"522GSCBSC_9.24.09_1","ref",4.61962088850169,1.15490522212542
"522MFSCRB_9.18.08_1","ref",4.88417118928079,1.2210427973202
"522MFSCRB_9.18.08_2","ref",4.15400726893013,1.03850181723253
"522PS0504_6.11.13_1","ref",4.84224426494619,1.21056106623655
"522PS0504_6.11.13_2","ref",4.53739862359726,1.13434965589932
"523PS0172_8.10.11_1","ref",4.118611100294,1.0296527750735
"523TMCATG_10.5.09_1","ref",3.62572076282528,0.906430190706319
"524PS0342_7.18.12_1","ref",3.72727664130588,0.93181916032647
"524PS0650_7.1.14_1","ref",5.41055625039319,1.3526390625983
"524PS0650_7.1.14_2","ref",5.29555690716274,1.32388922679068
"524PS0650_7.17.14_1","ref",5.20294934299092,1.30073733574773
"526PNCAMF_6.25.13_1","ref",4.6455313488348,1.1613828372087
"526PS0072_8.27.08_1","ref",4.25663288327767,1.06415822081942
"526PS0072_8.7.14_1","ref",4.47959583257638,1.1198989581441
"526PS0072_9.15.10_1","ref",3.12341596543955,0.780853991359886
"526PS0072_9.21.09_1","ref",2.60751396198338,0.651878490495844
"526PS0072_9.23.08_1","ref",4.73405495200003,1.18351373800001
"526PS0076_8.26.08_1","ref",4.30854308384647,1.07713577096162
"526PS0396_9.1.09_1","ref",5.01664034975761,1.2541600874394
"526PS1100_8.21.12_1","ref",3.20251094894374,0.800627737235935
"526PS1144_8.22.12_1","ref",4.73405495200003,1.18351373800001
"526PS1420_6.25.13_1","ref",4.28644296826742,1.07161074206685
"526PSCBLK_8.21.12_1","ref",2.47371480065457,0.618428700163643
"526WER123_8.21.12_1","ref",3.82884075413363,0.957210188533408
"526WTCACT_6.24.13_1","ref",4.48064211803409,1.12016052950852
"527PS1156_8.21.12_1","ref",4.50604303755995,1.12651075938999
"527PS1156_8.21.12_2","ref",4.73316703999372,1.18329175999843
"532CPC238_7.30.14_1","ref",3.86349276075416,0.96587319018854
"532CRM206_7.10.14_1","ref",4.2082277318756,1.0520569329689
"532PTCAER_8.19.13_1","ref",4.10004629952427,1.02501157488107
"534ANCACF_8.31.10_1","ref",4.90395596146123,1.22598899036531
"534CFSAIM_7.27.09_1","ref",5.16303971599156,1.29075992899789
"534DCC167_8.14.13_1","ref",3.38667325643911,0.846668314109776
"534MLC108_9.14.11_1","ref",4.81070463222968,1.20267615805742
"534PS0070_8.30.10_1","ref",5.01355558949681,1.2533888973742
"534RSCAGG_9.19.11_1","ref",4.64067155147052,1.16016788786763
"534SPC227_7.9.14_1","ref",4.54232506218537,1.13558126554634
"534SRCFFC_8.29.12_1","ref",3.99892400023025,0.999731000057563
"534WER219_8.29.12_1","ref",3.87004717062356,0.967511792655891
"536CLR247_7.8.14_1","ref",3.82329671411137,0.955824178527844
"536HLCBFM_6.18.13_1","ref",2.96281496503047,0.740703741257618
"536LLCACR_9.22.11_1","ref",4.18242590382361,1.0456064759559
"536PS0107_7.17.12_1","ref",3.85491373279776,0.963728433199441
"536SED006_9.20.11_1","ref",3.33961171690124,0.834902929225309
"536SED108_9.21.11_1","ref",4.57057771843097,1.14264442960774
"536SED108_9.21.11_2","ref",4.5716420488772,1.1429105122193
"536STR127_6.17.13_1","ref",4.58253689070444,1.14563422267611
"536TRC119_6.18.13_1","ref",3.9986895137021,0.999672378425526
"537ADCH41_9.12.11_1","ref",4.93477466623158,1.23369366655789
"537BLCABG_9.15.11_1","ref",5.1415971869913,1.28539929674783
"537BSCAWR_7.15.08_1","ref",5.03043637154653,1.25760909288663
"537GZCAMR_8.7.08_1","ref",4.94141042943959,1.2353526073599
"537TYCAML_7.16.08_1","ref",4.32013308884802,1.080033272212
