"","prop.spp.IndicatorClass_DOC_high","prop.spp.Trophic.I","prop.spp.ZHR","prop.spp.BCG3","hybri.pMMI"
"205R00535_6/20/12_1",0.48079418888573,0.305302676773665,0,0.327775017457535,0.278467970779232
"205R00535_6/20/12_2",0.503156709299019,0.457954015160497,0,0.193318539325058,0.288607315946144
"205R00538_5/8/13_1",0.522633743207368,0.620453826991641,0,0.882950152972271,0.50650943079282
"205R00547_6/4/13_1",0.576343139742513,0.582850564749724,0,0.30332838506981,0.365630522390512
"205R00554_5/29/13_1",0.619035224167884,1,0,0.702623380735949,0.580414651225958
"205R00586_6/10/13_1",0.628265945124722,0.693119590513184,0,1,0.580346383909476
"205R00602_6/3/13_1",0.563535514414902,0.641135621224696,0,1,0.551167783909899
"205R00627_6/4/13_1",0.362882717615657,0.388567043166482,0,0.246286242831791,0.249434000903483
"205R00666_5/9/13_1",0.62154652325173,0.565707901080614,0,0.565051155338372,0.438076394917679
"205R00686_4/24/13_1",0.442309851430301,0.149101307261557,0,0.315267438096373,0.226669649197058
"205R00707_6/5/13_1",0.637331831778758,0.610605353547329,0,0.686325625810802,0.483565702784222
"205R00707_6/5/13_2",0.520657812231159,0.557509235847561,0,0.608379841386178,0.421636722366225
"205R00714_6/10/13_1",0.644468806378744,0.545647337212507,0.0941672556683352,1,0.571070849814897
"205R00739_6/11/13_1",0.407821753852889,0.337439800644577,0,0,0.186315388624366
"205R00771_6/6/13_1",0.645717776933742,0.667849605442394,0.0922054378419112,0.888010343009517,0.573445790806891
"205R00787_6/12/13_1",0.533651055317142,0.971417607916209,0.268234000994651,1,0.693325666057
"205R00787_6/12/13_2",0.552112497230816,1,0,0.909208436408778,0.615330233409899
"205R00872_5/27/13_1",0.637331831778758,0.457954015160497,0.105377643247899,1,0.550165872546788
"205R00878_4/24/13_1",0.455800783717935,0.565707901080614,0,0.232864562305197,0.313593311775937
"205R00984_5/27/13_1",0.576343139742513,0.728563205937157,0,0.731144451854961,0.509012699383658
"205R01134_5/20/13_1",0.646915769098739,0.392532012994712,0,0.71193638355032,0.437846041410943
"205R01198_5/20/13_1",0.52831454476397,0.300532322449076,0,0.495845615123129,0.331173120584044
"205R01390_5/23/13_1",0.570244270538889,0.305302676773665,0,0.447291886908625,0.330709708555295
"205SAR057_5/13/09_1",0.704419393018627,0.400709763265435,0,0.731144451854961,0.459068402034756
"205SAR060_5/13/09_1",0.591712290135647,0.512908496979757,0.17703444065647,1,0.570413806942968
"205SAR070_5/14/09_1",0.570244270538889,0.610605353547329,0.210755286495797,1,0.597901227645504
"205SAR080_5/14/09_1",0.43606914805915,0.305302676773665,0.210755286495797,1,0.488031777832153
"205SFC880_6/19/12_1",0.616366968891299,0.80141952653087,0.138308156762867,1,0.639023663046259
"205STE110_7/13/09_1",0.479005187252666,0.512908496979757,0.17703444065647,0.994679148994613,0.540906818470876
"205WUN450_6/11/12_1",0.547881750125599,0.534279684353913,0.122940583789215,0.731144451854961,0.484061617530922
"205WUN550_5/6/13_1",0.587016160848856,0.534279684353913,0,0.731144451854961,0.463110074264432
"206BRC020_6/27/12_1",0.600060964423275,0,0,0.347694495699382,0.236938865030664
"206BRC020_6/27/12_2",0.587016160848856,0,0,0.103680887236742,0.172674262021399
"206DW0100_5/6/14_1",0.704419393018627,0.256454248489878,0,0.166427243698564,0.281825221301767
"206DW0180_5/8/14_1",0.704419393018627,0.641135621224696,0,0.919383521240426,0.566234633870937
"206FC1339_5/29/14_1",0.632171250144922,0.821968745159865,0.113483615805429,1,0.641905902777554
"206FCA155_7/31/13_1",0.632171250144922,0.49318124709592,0.226967231610859,1,0.588079932212925
"206HCT020_5/29/12_1",0.61049680728281,0.427423747483131,0.147528700547058,1,0.54636231382825
"206HMC030_8/8/11_1",0.704419393018627,0.874275847124583,0,0.560018025140903,0.534678316321028
"206MIL020_8/23/11_1",0.704419393018627,0.712372912471884,0,0.766003538778194,0.545698961067176
"206NAP090_8/25/11_1",0.704419393018627,0.200354881632717,0,0.731144451854961,0.408979681626576
"206NAP140_8/24/11_1",0.704419393018627,0.228977007580248,0,0.596687973722484,0.38252109358034
"206NAP150_8/29/11_1",0.704419393018627,0.447303921784671,0,0.577926604680743,0.43241247987101
"206NAP200_8/31/11_1",0.704419393018627,0.346559795256593,0,0.603955891459375,0.413733769933649
"206NAP700_6/21/12_1",0.638892007621545,0.447303921784671,0.205854000763337,1,0.573012482542388
"206PIN610_6/3/13_1",0.598091937468646,0.48387594054694,0,0.358217993638472,0.360046467913514
"206PIN825_5/22/13_1",0.552112497230816,0.173279897628296,0,0.298703346509971,0.256023935342271
"206PS0054_6/15/09_1",0.581911672493649,0.557509235847561,0,0.526536767740322,0.416489419020383
"206PS0073_7/20/10_1",0.301894025579411,0.152651338386832,0.105377643247899,0.1484997132809,0.177105680123761
"206PS0165_7/10/12_1",0.598091937468646,0.362906955410205,0.0835068116304103,0.855453271260456,0.474989743942429
"206PS0230_6/5/13_1",0.566971706575968,0,0,0.616364531497969,0.295834059518484
"206R00155_5/16/12_1",0.52831454476397,0.200354881632717,0,0.613495033489045,0.335541114971433
"206R00215_5/23/12_1",0.632171250144922,0.328787498063947,0,0.465679097593405,0.356659461450568
"206R00407_4/24/14_1",0.603788051158823,0.457954015160497,0,0.731144451854961,0.44822162954357
"206R00551_4/30/14_1",0.704419393018627,0.356186456235942,0,0.417412669545852,0.369504629700106
"206R00727_5/13/13_1",0.556120573435758,0.337439800644577,0.0776466844984516,0.252290678856848,0.305874434358909
"206R00919_5/15/14_1",0.600060964423275,0.237457637490628,0,0.487130843392319,0.331162361326556
"206RCCBDC_7/20/10_1",0.391344107232571,0.356186456235942,0.245881167578431,0.835721712624665,0.457283360917902
"206RED032_8/16/11_1",0.704419393018627,0.346559795256593,0,0.603955891459375,0.413733769933649
"206RIC100_5/11/09_1",0.619035224167884,0.582850564749724,0.268234000994651,1,0.617529947478065
"206RIC100_5/2/08_1",0.704419393018627,0.641135621224696,0.147528700547058,1,0.623270928697595
"206RIC100_6/1/10_1",0.628265945124722,0.346559795256593,0.717707191850553,1,0.673133233057967
"206RIC100_6/17/09_1",0.559923107271216,0.49318124709592,0.226967231610859,1,0.570017896494499
"206RIC100_6/19/08_1",0.533651055317142,0.777134086332963,0.134117000497326,1,0.611225535536858
"206RIC100_8/12/09_1",0.598091937468646,0.604844925683675,0.334027246521641,1,0.63424102741849
"206RIC100_8/14/08_1",0.559923107271216,0.49318124709592,0.113483615805429,1,0.541646992543141
"206RIC100_8/2/11_1",0.704419393018627,0.480851715918522,0,1,0.546317777234287
"206SAL050_8/9/11_1",0.704419393018627,0.40923550290938,0,0.35066122650136,0.366079030607342
"206SON019_9/14/11_1",0.704419393018627,0.506159700966865,0,0.68160785464826,0.473046737158438
"206SON050_9/12/11_1",0.704419393018627,0.545647337212507,0,0.751169884768307,0.500309153749861
"206SON140_9/13/11_1",0.704419393018627,0.674879601289155,0,0.780681049061662,0.539995010842361
"206SON160_9/6/11_1",0.704419393018627,0.328787498063947,0,0.658744809783629,0.422987925216551
"206SON210_9/7/11_1",0.704419393018627,0.457954015160497,0,1,0.540593352044781
"206SON260_8/30/11_1",0.704419393018627,0.534279684353913,0,1,0.559674769343135
"206SON300_7/14/09_1",0.581911672493649,0.557509235847561,0,0.935752135969599,0.518793261077702
"206SON300_8/10/11_1",0.704419393018627,0.582850564749724,0,0.816707665211992,0.525994405745086
"206SON320_8/1/11_1",0.704419393018627,0.427423747483131,0,0.668398095393138,0.450060308973724
"206TUL030_8/15/11_1",0.704419393018627,0.534279684353913,0,0.417412669545852,0.414027936729598
"206TUL120_6/13/11_1",0.603788051158823,0.686931022740745,0.158066464871848,0.865600929987437,0.578596617189713
"207DW0017_5/7/14_1",0.704419393018627,0.997322077460641,0,1,0.675435367619817
"207GVC800_5/23/13_1",0.503156709299019,0.457954015160497,0,0.596687973722484,0.3894496745455
"207LPC025_5/13/14_1",0.422651635811176,0.427423747483131,0,0.919383521240426,0.442364726133683
"207MTD117_4/22/09_1",0.704419393018627,0.739771870643877,0,1,0.611047815915626
"207MTD117_5/24/10_1",0.547881750125599,1,0.245881167578431,1,0.698440729426007
"207MTD117_5/6/08_1",0.503156709299019,0.915908030320995,0.316132929743696,0.327775017457535,0.515743171705311
"207PS0142_6/1/11_1",0.533651055317142,0.777134086332963,0.134117000497326,0.474454811783872,0.479839238482826
"207PS0150_6/13/12_1",0.491764481918664,0.362906955410205,0,0.500285215816183,0.338739163286263
"207PS0150_6/13/12_2",0.274604170159804,0.217334108889728,0,0.428047645217347,0.22999648106672
"207PS0241_6/3/13_1",0.648065841577137,0.641135621224696,0,0.693496637977868,0.495674525194925
"207R00011_5/22/12_1",0.391344107232571,0.474915274981256,0.16392077838562,0.487130843392319,0.379327750997942
"207R00139_5/17/12_1",0.566971706575968,0.781872708810604,0.107947829668579,0.891836340354747,0.587157146352475
"207R00139_5/17/12_2",0.552112497230816,0.693119590513184,0,0.705706739775843,0.487734706879961
"207R00247_5/22/12_1",0.333672344061455,0.506159700966865,0,0.483461465821451,0.330823377712443
"207R00271_4/29/13_1",0.704419393018627,0.400709763265435,0,0.495845615123129,0.400243692851798
"207R00375_5/1/13_1",0.704419393018627,0.480851715918522,0,0.542905382469495,0.432044122851661
"207R00395_5/14/13_1",0.566971706575968,0.469123625286363,0,0.524540595212376,0.390158981768677
"207R00503_5/2/13_1",0.43606914805915,0.305302676773665,0,0.327775017457535,0.267286710572587
"207R00532_4/29/13_1",0.64038126638057,0.291425282374862,0,0.30332838506981,0.308783733456311
"207R00567_4/30/13_1",0.593922233329431,0.251425733813606,0,0.306683805201458,0.288007943086124
"207R00567_4/30/13_2",0.563535514414902,0.320567810612348,0.0737643502735292,0.354666313084029,0.328133497096202
"207R00631_5/16/13_1",0.654103722088725,0.343465511370373,0,0.529459734656246,0.381757242028836
"207R00788_5/15/13_1",0.512305013104456,0.437137923562293,0,0.474454811783872,0.355974437112655
"207R00843_4/22/14_1",0.552112497230816,0.519839692884889,0,0.196952498193504,0.317226172077302
"207R00843_4/22/14_2",0.510096801841075,0.221081248698171,0,0.568869392039904,0.325011860644788
"207SUI070_6/13/13_1",0.516574221546993,0.320567810612348,0.221293050820587,0.856637164778603,0.478768061939633
"207SUI290_6/4/12_1",0.512305013104456,0.582850564749724,0,0.560018025140903,0.413793400748771
"207SUI800_5/5/14_1",0.584518219738861,0.272823668606254,0.37666902267334,0.51086468980814,0.436218900206649
"207SUL200_5/28/14_1",0.516574221546993,0.341938997986504,0.0590114802188231,0.743693723147324,0.415304605724911
"207WAL475_6/12/12_1",0.628265945124722,0.86639948814148,0,0.705706739775843,0.550093043260511
"207WHC634_5/29/13_1",0.628265945124722,0.693119590513184,0.119617865308425,0.909208436408778,0.587552959338777
"207WHC634_5/29/13_2",0.635695549797298,0.625498167048484,0.107947829668579,0.708188467783562,0.519332503574481
"304APS_7/6/11_1",0.566971706575968,0.625498167048484,0.215895659337159,0.800012404069155,0.552094484257691
"304BEP_7/7/11_1",0.616366968891299,0.400709763265435,0.138308156762867,1,0.5388462222299
"304BH9_7/21/11_1",0.623914319530784,0.549544818192596,0,0.650470564975477,0.455982425674714
"304PS0006_6/17/08_1",0.493093575113039,0.641135621224696,0.110646525410294,0.919383521240426,0.541064810747114
"304PS0006_6/4/08_1",0.487674964397511,0.49318124709592,0,0.755277665878737,0.434033469343042
"304PS0006_6/4/08_2",0.455800783717935,0.754277201440816,0,1,0.552519496289688
"304PS0018_6/4/08_1",0.503156709299019,0.457954015160497,0,0.865600929987437,0.456677913611738
"304PS0146_6/18/12_1",0.635695549797298,0.625498167048484,0,0.708188467783562,0.492345546157336
"304PS0146_7/11/12_1",0.651255665243636,0.96775188109388,0,0.642352437993893,0.565339996082852
"304PS0194_6/18/12_1",0.613526568112998,1,0,0.882950152972271,0.624119180271317
"304PS0253_5/22/14_1",0.641804335861416,0.854847494966259,0.196704934062744,0.877552616932545,0.642727345455741
"304PS0253_6/5/14_1",0.643165532756138,0.696886544809452,0.192428739843989,1,0.633120204352395
"304PS0274_6/4/14_1",0.587016160848856,0.667849605442394,0,0.652711506277685,0.476894318142234
"304SCM_7/21/11_1",0.512305013104456,0.437137923562293,0.100587750372994,0.902270878569019,0.48807539140219
"304SL9_7/21/11_1",0.398150091706181,0.13937730896189,0,0.772065988677887,0.327398347336489
"304SL9_7/21/11_2",0.54186107155279,0.24659062354796,0.170225423708144,0.731144451854961,0.422455392665964
"304SOU_7/6/11_1",0.479005187252666,0.769362745469635,0,0.542905382469495,0.447818328797949
"304SPC236_6/28/10_1",0.623914319530784,0.915908030320995,0.126453171897479,0.650470564975477,0.579186521681184
"304SVC_7/21/11_1",0.543409246042941,0.183181606064199,0,0.865600929987437,0.398047945523644
"304WDCAH1_6/29/10_1",0.596047178708069,0.986362494191841,0,0.803544093926293,0.596488441706551
"304ZAY_7/7/11_1",0.33689623144369,0.557509235847561,0.192428739843989,0.935752135969599,0.50564658577621
"305BRI_7/20/11_1",0.391344107232571,0.356186456235942,0.245881167578431,0.975158060317602,0.492142447841136
"305CLCSBR_6/11/08_1",0.43606914805915,0.305302676773665,0.210755286495797,0.865600929987437,0.454432010329012
"305COR2_7/21/11_1",0.596047178708069,0.24659062354796,0,0.513945525640961,0.339145831974247
"305LGCACR_7/16/08_1",0.433488857242232,0.24659062354796,0.680901694832577,1,0.590245293905692
"305LGCBRC_6/30/10_1",0.516574221546993,0.854847494966259,0.295057401094116,0.919383521240426,0.646465659711949
"305PS0034_6/17/08_1",0.453959164389782,0,0.098352467031372,0.542905382469495,0.273804253472662
"305PS0057_6/16/09_1",0.556120573435758,0.674879601289155,0,0.0871686881678411,0.329542215723188
"305PS0061_6/17/09_1",0.632171250144922,0.328787498063947,0.340450847416288,0.948343378068961,0.562438243423529
"305SSCAUC_6/29/10_1",0.372927913951039,0.377138600720409,0.520689531342556,0.675780019682766,0.486634016424193
"305UVCASC_6/29/10_1",0.422651635811176,0.961703431837044,0.442586101641175,1,0.706735292322349
"307CE0094_6/12/12_1",0.628265945124722,1,0.119617865308425,1,0.686970952608287
"307CE0094_6/12/12_2",0.589412145178851,0.654220021657855,0.180647388424969,1,0.606069888815419
"307CMRADC_6/22/10_1",0.591712290135647,0.512908496979757,0.17703444065647,1,0.570413806942968
"307PS0028_6/3/08_1",0.544928209693655,0.48387594054694,0.250520434891231,0.926486882349311,0.551452866870284
"307PS0044_6/8/09_1",0.516574221546993,0.712372912471884,0.098352467031372,1,0.581824900262562
"307SCCARR_6/21/10_1",0.62154652325173,1,0,0.89723774837155,0.62969606790582
"308BGC_5/28/14_1",0.591712290135647,0.384681372734818,0.796654982954114,0.768792265732054,0.635460227889158
"308BGC_6/14/11_1",0.45940395196867,0.557509235847561,0.384857479687978,0.935752135969599,0.584380700868452
"308BGC_8/11/11_1",0.543409246042941,0.366363212128397,0.252906343794957,1,0.540669700491574
"308BSU_7/13/10_1",0.320190633190286,0.582850564749724,0.201175500745989,0.816707665211992,0.480231090974497
"308LILPAL_6/20/12_1",0.64038126638057,0.728563205937157,0.100587750372994,0.64558123849793,0.528778365297163
"308LIM_6/4/14_1",0.596047178708069,0.6164765588699,0.0851127118540719,1,0.57440911235801
"308LIM_6/4/14_2",0.556120573435758,0.562399667740961,0.0776466844984516,1,0.549041731418793
"308LSRASC_6/13/11_1",0.352209696509314,0.80141952653087,0,0.495845615123129,0.412368709540828
"308LSRASC_7/18/11_1",0.487674964397511,0.49318124709592,0.170225423708144,1,0.537770408800394
"308MWCAH1_6/23/10_1",0.422651635811176,0.641135621224696,0,1,0.515946814258968
"308PS0156_6/19/12_1",0.607258097429851,0.663243746094513,0.305231794235293,1,0.643933409439914
"308PS0204_5/21/13_1",0.607258097429851,0.663243746094513,0.152615897117647,0.698689439891951,0.530451795133491
"308PWCAH1_6/22/10_1",0.596047178708069,0.986362494191841,0.51067627112443,1,0.773271486006085
"308ROCBBQ_6/21/12_1",0.704419393018627,0.80141952653087,0,0.888010343009517,0.598462315639753
"308SAM_6/23/10_1",0.487674964397511,0.986362494191841,0.340450847416288,1,0.70362207650141
"308SANWIL_6/12/12_1",0.633977453716764,0.641135621224696,0,0.731144451854961,0.501564381699105
"308SBCAH1_6/21/10_1",0.52831454476397,1,0.138308156762867,0.848793870220877,0.628854142936929
"308SBCAH1_6/21/10_2",0.581911672493649,0.836263853771345,0.192428739843989,0.935752135969599,0.636589100519645
"309ANT_5/24/12_1",0.506687633574802,0.562399667740961,0.698820160486064,0.846729845337265,0.653659326784773
"309ARCBRC_8/25/08_1",0.544928209693655,0.48387594054694,0.751561304673693,1,0.695091363728572
"309ARSARC_6/23/10_1",0.596047178708069,0.739771870643877,0.680901694832577,0.948343378068961,0.741266030563371
"309CLCBVC_7/15/08_1",0.479005187252666,1,0,0.84408789348624,0.580773270184727
"309LAS1MI_6/13/12_1",0.556120573435758,0.674879601289155,0.232940053495355,0.830217646268363,0.573539468622158
"309LOR_5/29/12_1",0.442309851430301,0.298202614523114,0.205854000763337,0.490373549152621,0.359185003967343
"309NAF_5/24/12_1",0.637331831778758,0.915908030320995,0.316132929743696,1,0.717343197960862
"309PS0040_6/3/08_1",0.431740918301739,0.620453826991641,0,0.761505592078422,0.453425084342951
"309PS0043_6/10/09_1",0.474404897339075,0.392532012994712,0.0903236942124845,1,0.489315151136568
"309PS0043_7/8/09_1",0.416901273419186,0.523376017326282,0.180647388424969,1,0.530231169792609
"309PS0072_6/23/10_1",0.650233285863348,0.36988593532194,0.0851127118540719,0.586345167712297,0.422894275187914
"309PS0116_6/16/11_1",0.635695549797298,0.469123625286363,0.647686978011474,1,0.688126538273784
"309PS0116_6/16/11_2",0.64038126638057,0.437137923562293,0.402351001491977,1,0.61996754785871
"309PSO_5/22/12_1",0.385437026368684,0.604844925683675,0,0.926486882349311,0.479192208600418
"309SAP_5/23/12_1",0.581911672493649,0.557509235847561,0.320714566406648,0.935752135969599,0.598971902679364
"309SARANF_8/26/08_1",0.414364348834487,0.471423250900512,0.325430957089099,1,0.552804639206025
"309SAT_5/23/12_1",0.292076333690651,0.625498167048484,0,0.432716658926783,0.337572789916479
"309SDCMCC_7/14/08_1",0.234806464339541,0.534279684353913,0,0.417412669545852,0.296624704559827
"309SEC_7/2/12_1",0.607258097429851,0.663243746094513,0.305231794235293,0.698689439891951,0.568605769412902
"309SED071_4/3/12_1",0.591712290135647,0.384681372734818,0.442586101641175,0.994679148994613,0.603414728376563
"309SED071_5/3/12_1",0.584518219738861,0.40923550290938,0.470836278341674,0.831271616421698,0.573965404352903
"309SED071_6/13/12_1",0.524567633098978,0.272823668606254,0.282501767005005,0.831271616421698,0.477791171282983
"309SED071_7/24/12_1",0.587016160848856,0.534279684353913,0.184410875683823,0.888010343009517,0.548429265974027
"309SED071_8/30/12_1",0.553472380228921,0.457954015160497,0.237099697307772,0.731144451854961,0.494917636138038
"309SET_5/31/12_1",0.553472380228921,0.572442518950621,0.39516616217962,0.865600929987437,0.59667049783665
"309SET_5/31/12_2",0.531023850121734,0.49318124709592,0.476631186382805,0.890423664411892,0.597814987003088
"309WLCATC_6/22/10_1",0.576343139742513,0.874275847124583,0.402351001491977,0.816707665211992,0.667419413392766
"310AGS_5/29/14_1",0.45940395196867,0.557509235847561,0,0.772065988677887,0.44724479412353
"310COO_6/24/10_1",0.581911672493649,1,0.192428739843989,0.935752135969599,0.677523137076809
"310LPCBPC_6/9/09_1",0.613526568112998,0.827271769322187,0.571078840827321,1,0.752969294565627
"310OLD_6/15/10_1",0.487674964397511,0.739771870643877,0.170225423708144,0.658744809783629,0.51410426713329
"310SSU_6/15/11_1",0.516574221546993,0.213711873741565,0.147528700547058,1,0.469453698958904
"310SSU_8/11/11_1",0.581911672493649,0.278754617923781,0.384857479687978,0.853909062323743,0.524858208107287
"312CAV_4/19/13_1",0.626150571572113,0.534279684353913,0.122940583789215,0.835721712624665,0.529773138084977
"312DAVDAV_6/7/12_1",0.64038126638057,0.437137923562293,0.100587750372994,1,0.544526735078964
"312MZCDBC_6/14/10_1",0.607258097429851,0.663243746094513,0.152615897117647,0.439049344187858,0.465541771207467
"312ORB_5/15/13_1",0.584518219738861,0.272823668606254,0,0.110356031541191,0.241924479971576
"312PS0099_6/14/10_1",0.637331831778758,0.305302676773665,0.105377643247899,0.596687973722484,0.411175031380701
"312PS0099_6/14/10_2",0.644468806378744,0.272823668606254,0.0941672556683352,0.911373348075088,0.480708269682105
"312RYCALR_6/16/10_1",0.516574221546993,0.854847494966259,0.295057401094116,1,0.666619779401842
"312SIV_5/3/13_1",0.357628307224842,0.394544997676736,0.204270508449773,0.369146241498297,0.331397513712412
"313SAB_5/29/14_1",0.253590981486706,0.512908496979757,0,0.542905382469495,0.327351215233989
"314WE1102_6/12/12_1",0.641804335861416,0.569898329977508,0.098352467031372,0.877552616932545,0.54690193745071
"315ARH101_6/14/10_1",0.422651635811176,1,0.663879152461762,0.731144451854961,0.704418810031975
"315CHCALS_6/15/10_1",0.320190633190286,0.291425282374862,0,0.30332838506981,0.22873607515874
"402BA0031_5/28/08_1",0.510096801841075,0.884324994792686,0.763079485588231,0.958329535596041,0.778957704454508
"402BA0079_5/28/08_1",0.259522934270021,0.674879601289155,0.232940053495355,0.68160785464826,0.462237610925698
"402BA0095_5/29/08_1",0.422651635811176,0.641135621224696,0.737643502735292,1,0.700357689942791
"402BA0143_5/21/08_1",0.325116642931673,0.36988593532194,0.42556355927036,0.875943735997625,0.4991274683804
"402BA0287_6/9/08_1",0.556120573435758,0.506159700966865,0.81529018723374,1,0.719392615409091
"402BA0335_5/27/08_1",0.256152506552228,0.437137923562293,0.301763251118983,0.64558123849793,0.410158729932858
"402BA0335_5/27/08_2",0.156537642893029,0.356186456235942,0.245881167578431,0.731144451854961,0.372437429640591
"402M00005_6/11/15_1",0.587016160848856,0.356186456235942,0.184410875683823,0.992587603779217,0.530050274136959
"402MTCUNF_6/5/12_1",0.573364622224464,0.745506536307787,0.308781001145005,1,0.656913039919314
"402PS0048_5/21/08_1",0.566971706575968,0.625498167048484,0.215895659337159,0.983660276640341,0.598006452400488
"402SNPMCR_5/28/14_1",0.505524505578074,0.301710880576328,0.260344765671279,1,0.51689503795642
"402SNPMCR_6/18/14_1",0.532609784965303,0.312749083524242,0.323843489005738,0.983660276640341,0.538215658533906
"402SNPMCR_7/29/14_1",0.549601944003544,0.352272319354228,0.24317917672592,0.906972154028199,0.513006398527973
"402SNPMCR_7/8/14_1",0.456711474594495,0.49318124709592,0.291815012071104,1,0.56042693344038
"403BA0015_5/19/08_1",0.512305013104456,1,0.704114252610959,1,0.804104816428854
"403BA0027_5/20/08_1",0.648065841577137,0.512908496979757,0.442586101641175,1,0.650890110049517
"403BA0027_6/18/14_1",0.538673653484833,0.502851467627212,0,0.749599262579027,0.447781095922768
"403BA0047_5/15/08_1",0.301894025579411,0.305302676773665,0,0,0.151799175588269
"403BA0064_5/12/08_1",0.362882717615657,0.777134086332963,0.268234000994651,0.702623380735949,0.527718546419805
"403BA0064_6/18/14_1",0.503156709299019,0.152651338386832,0.105377643247899,0.417412669545852,0.294649590119901
"403BA0068_5/14/08_1",0.259522934270021,0.337439800644577,0.349410080243032,0.68160785464826,0.406995167451472
"403BA0136_5/13/08_1",0.704419393018627,1,0,0.608379841386178,0.578199808601201
"403BA0136_6/17/14_1",0.570244270538889,0.305302676773665,0.105377643247899,0.596687973722484,0.394403141070734
"403BA0140_5/21/08_1",0.552112497230816,0.346559795256593,0.598089326542127,0.400454194826439,0.474303953463994
"403BA0171_5/19/08_1",0.591712290135647,0.641135621224696,0.35406888131294,0.994679148994613,0.645398985416974
"403BA0191_5/14/08_1",0,0.601064644898152,0,0.495845615123129,0.27422756500532
"403BA0960_5/21/08_1",0.553472380228921,0.80141952653087,0.474199394615544,1,0.707272825343834
"403FCA022_5/29/13_1",0.531908521258963,0.523376017326282,0,0.404607290676092,0.364972957315334
"403LNCASC_6/15/10_1",0.623914319530784,0.549544818192596,0.885172203282349,1,0.764657835251432
"403PRCAGH_6/2/11_1",0.510096801841075,0.442162497396342,0.152615897117647,0.828509487743994,0.483346171024764
"403S00064_6/2/10_1",0.576343139742513,0.582850564749724,0.100587750372994,0.902270878569019,0.540513083358562
"403S00640_6/11/09_1",0.552112497230816,0.346559795256593,0.239235730616851,0.603955891459375,0.435465978640909
"403S00640_6/11/09_2",0.487674964397511,0.49318124709592,0.226967231610859,0.369146241498297,0.394242421150647
"403S00772_5/20/09_1",0.516574221546993,0.213711873741565,0.590114802188231,1,0.580100224369197
"403S00831_6/10/10_1",0.620309614747746,0.28707565129464,0.462403389774364,0.745192143600144,0.528745199854224
"403S00875_6/24/10_1",0.587016160848856,0.667849605442394,0.276616313525734,0.966443288586793,0.624481342100944
"403S00960_6/2/10_1",0.635695549797298,0.469123625286363,0.215895659337159,0.708188467783562,0.507225825551095
"403S01136_6/13/11_1",0.579189278704205,0.284949164988753,0,0.793890808316784,0.414507313002435
"403S01163_6/8/09_1",0.503156709299019,0.228977007580248,0.158066464871848,0.596687973722484,0.3717220388684
"403S01195_6/10/09_1",0.573364622224464,0.447303921784671,0.205854000763337,1,0.556630636193118
"403S01272_6/9/09_1",0.52831454476397,0,0,0.260546778391296,0.197215330788817
"403S01536_7/12/11_1",0.62154652325173,0.565707901080614,0,0.786508884027156,0.493440827089875
"403S01536_7/12/11_2",0.622747579335308,0.557509235847561,0,1,0.545064203795717
"403S01707_6/7/10_1",0.654986453157671,0.449919734192769,0.854113529482969,0.97882743788847,0.73446178868047
"403S01728_7/13/11_1",0.52831454476397,0.200354881632717,0.276616313525734,0.495845615123129,0.375282838761388
"403S01784_6/9/09_1",0.185373524478587,0.337439800644577,0.349410080243032,0.285315076994647,0.289384620590211
"403S01883_6/21/10_1",0.52831454476397,0.400709763265435,0,0.966443288586793,0.47386689915405
"403S02363_6/16/11_1",0.609441497330722,0.360188551249829,0.248643877326503,0.93207379558102,0.537586930372019
"403S02764_6/14/11_1",0.623914319530784,0.549544818192596,0,0.542905382469495,0.429091130048219
"403S03320_6/8/10_1",0.391344107232571,0.237457637490628,0,0,0.1572004361808
"403S03643_6/24/10_1",0.583661782786862,0.183181606064199,0.126453171897479,1,0.473324140187135
"403S03643_6/24/10_2",0.572340756827635,0.400709763265435,0.138308156762867,1,0.527839669213984
"403S03832_6/8/09_1",0.431740918301739,0.206817942330547,0.285539420413661,0.275727348503027,0.299956407387244
"403S04600_6/8/10_1",0.47595904933691,0.519839692884889,0,0.400454194826439,0.34906323426206
"403S04868_6/15/11_1",0.62154652325173,0.377138600720409,0.260344765671279,0.565051155338372,0.456020261245447
"403S05247_6/1/10_1",0.410911312594198,0.400709763265435,0,0.652711506277685,0.366083145534329
"403S05291_6/7/10_1",0.633977453716764,0.480851715918522,0.553232627051468,1,0.667015449171689
"403S06139_6/27/12_1",0.626150571572113,0.356186456235942,0.49176233515686,1,0.618524840741229
"403S06283_6/13/12_1",0.651255665243636,0.48387594054694,0.0835068116304103,0.926486882349311,0.536281324942575
"403S06315_6/27/12_1",0.651255665243636,0.362906955410205,0.334027246521641,1,0.587047466793871
"403S06660_6/14/12_1",0.386294505848923,0.31022691349582,0.214154565310246,0.640061031184573,0.387684253959891
"403S06660_6/14/12_2",0.386934596165162,0.270902375165365,0.249344282614746,0.691375634379159,0.399639222081108
"403S06904_6/9/10_1",0.584518219738861,0.40923550290938,0.0941672556683352,0.19045776319458,0.319594685377789
"403S07024_6/13/12_1",0.479005187252666,0.769362745469635,0,0.693496637977868,0.485466142675042
"403S07227_6/27/12_1",0.578254725612306,0.57415130258928,0.264230508442492,1,0.604159134161019
"403S11084_6/9/10_1",0.455800783717935,0,0,0.343593426649591,0.199848552591882
