"","OE.scores.O","OE.scores.E","OE.scores.OoverE","OE.scores.Onull","OE.scores.Enull","OE.scores.OoverE.null","OE.scores.BC","OE.scores.BC.null","Capture.Probs.Achnanthes","Capture.Probs.Achnanthidium","Capture.Probs.Adlafia","Capture.Probs.Amphipleura","Capture.Probs.Amphora","Capture.Probs.Anomoeoneis","Capture.Probs.Bacillaria","Capture.Probs.Biremis","Capture.Probs.Brachysira","Capture.Probs.Caloneis","Capture.Probs.Campylodiscus","Capture.Probs.Cavinula","Capture.Probs.Chamaepinnularia","Capture.Probs.Cocconeis","Capture.Probs.Craticula","Capture.Probs.Cymatopleura","Capture.Probs.Cymbella","Capture.Probs.Cymbopleura","Capture.Probs.Delicata","Capture.Probs.Denticula","Capture.Probs.Diadesmis","Capture.Probs.Diatomella","Capture.Probs.Didymosphenia","Capture.Probs.Diploneis","Capture.Probs.Encyonema","Capture.Probs.Encyonopsis","Capture.Probs.Entomoneis","Capture.Probs.Eolimna","Capture.Probs.Epithemia","Capture.Probs.Eucocconeis","Capture.Probs.Eunotia","Capture.Probs.Fallacia","Capture.Probs.Fistulifera","Capture.Probs.Frustulia","Capture.Probs.Geissleria","Capture.Probs.Gomphoneis","Capture.Probs.Gomphonema","Capture.Probs.Gomphosphenia","Capture.Probs.Gyrosigma","Capture.Probs.Halamphora","Capture.Probs.Hantzschia","Capture.Probs.Hippodonta","Capture.Probs.Karayevia","Capture.Probs.Kolbesia","Capture.Probs.Lemnicola","Capture.Probs.Luticola","Capture.Probs.Mastogloia","Capture.Probs.Mayamaea","Capture.Probs.Muelleria","Capture.Probs.Navicula","Capture.Probs.Neidium","Capture.Probs.Nitzschia","Capture.Probs.Nupela","Capture.Probs.Opephora","Capture.Probs.Parlibellus","Capture.Probs.Pinnularia","Capture.Probs.Placoneis","Capture.Probs.Planothidium","Capture.Probs.Platessa","Capture.Probs.Pleurosigma","Capture.Probs.Psammodictyon","Capture.Probs.Psammothidium","Capture.Probs.Pseudostaurosira","Capture.Probs.Reimeria","Capture.Probs.Rhoicosphenia","Capture.Probs.Rhopalodia","Capture.Probs.Rossthidium","Capture.Probs.Sellaphora","Capture.Probs.Seminavis","Capture.Probs.Simonsenia","Capture.Probs.Stauroforma","Capture.Probs.Stauroneis","Capture.Probs.Stenopterobia","Capture.Probs.Surirella","Capture.Probs.Synedra","Capture.Probs.Tryblionella","Capture.Probs.Ulnaria","Group.Occurrence.Probs.1","Group.Occurrence.Probs.2","Group.Occurrence.Probs.3","Group.Occurrence.Probs.4","Group.Occurrence.Probs.5","Group.Occurrence.Probs.6","Group.Occurrence.Probs.7","Group.Occurrence.Probs.8","Group.Occurrence.Probs.9","Group.Occurrence.Probs.10","Group.Occurrence.Probs.11","Group.Occurrence.Probs.12","Group.Occurrence.Probs.13","Group.Occurrence.Probs.14","Group.Occurrence.Probs.15","Group.Occurrence.Probs.16","Group.Occurrence.Probs.17","Group.Occurrence.Probs.18","Group.Occurrence.Probs.19","Group.Occurrence.Probs.20","Group.Occurrence.Probs.21","Group.Occurrence.Probs.22"
"113GAR084_6/28/10_1",9,7.6882673611628,1.17061485731667,9,7.43283582089552,1.21084337349398,0.0786020867504725,0.0953678474114441,0.00307074786324786,0.98492027972028,0.112234835986454,0.227370015393104,0.618336309338809,0,0.04475069005069,0,0.00846418766418766,0.326482904062169,0.00775935828877005,0.00985,0.0368055927569163,0.950606798430328,0.0338870625289743,0.0187714285714286,0.226891087986088,0.00439342257415787,0.00192592592592593,0.11488242109198,0.0355335718529836,0.00304444444444444,0.00888710766357825,0.164989954571572,0.220705029333412,0.291461313533961,0,0.261104536411301,0.709989218025983,0.00166153846153846,0.0646778044178044,0.0667284247778365,0.0477085918710919,0.0585064327937857,0.233776998573322,0.230259341154488,0.913492987513576,0.0712282338576456,0.015020979020979,0.0814352716727717,0.0115177381442087,0.022875935828877,0.141502881851264,0.011167614379085,0.0104203296703297,0.0245599051928464,0.0269649859943978,0.101183102333396,0,0.8890713708949,0.0305286665676372,0.906979262404262,0.0049215873015873,2e-05,0.0326015022015022,0.157886596426449,0.050779816017316,0.911836480893834,0.00172727272727273,0.0421184565434565,0,0.0476460046924753,0.164131935373994,0.299567615195262,0.80303465394083,0.351443959934401,0.0795931662836075,0.242699137708697,0.00701818181818182,0.0590059523809524,0,0.0440949918599919,0.00172727272727273,0.108106065062389,0,0.0824077034077034,0.00656666666666667,0.1198,0.0068,0.1314,0.0126,0.2364,0.0088,0,8e-04,0.052,0,0.0126,0.013,0,0.038,0.0274,2e-04,0.2306,0.0196,0.0772,0.0128,0,0
"113GAR087_6/29/10_1",9,7.584307591167,1.18666073228382,9,7.43283582089552,1.21084337349398,0.085363371431136,0.0953678474114441,0.00394350427350427,0.987923076923077,0.10312330440801,0.229525621796504,0.593111634476634,0,0.0308581196581197,0,0.0130909978909979,0.35700310382428,0.00309411764705882,0.0101833333333333,0.0309869288228112,0.943769027867557,0.0299703108982521,0.0287428571428571,0.258444388715859,0.00713525892408245,0.00264444444444444,0.151848218937925,0.0303983178912591,0.000377777777777778,0.0120643970408676,0.130361630199865,0.244537690218278,0.379071616031028,0,0.315514065117889,0.719884395179983,0.00398461538461539,0.0514024297924298,0.0420046426775839,0.0431738095238095,0.0520694379803203,0.231959946752594,0.253663480669657,0.893404048076107,0.0506932521726639,0.00693846153846154,0.0745468892218892,0.00831998589645649,0.00803957219251337,0.12749438803027,0.00678428104575163,0.00837362637362637,0.0139844473173885,0.0342417366946779,0.105876152474976,0,0.880517038190568,0.0308462651727358,0.903903471528472,0.00188349206349206,2e-05,0.0155350427350427,0.152232340633223,0.0378011904761905,0.894335431398667,0.00134545454545455,0.0516601648351648,0,0.0294246168210874,0.192473815334992,0.307413350342468,0.767459467525938,0.414707835301953,0.0606875547654959,0.204217646242646,0.0022,0.0745130952380952,0,0.0280436718836719,0.00134545454545455,0.0541870015278839,0,0.062020091020091,0.00844166666666667,0.1426,0.0116,0.2012,0.0152,0.2444,0.0188,0,8e-04,0.0714,0,0.02,0.0104,0,0.0296,0.0034,2e-04,0.1552,0.018,0.0242,0.033,0,0
"113GAR087_8/6/13_1",9,7.584307591167,1.18666073228382,9,7.43283582089552,1.21084337349398,0.085363371431136,0.0953678474114441,0.00394350427350427,0.987923076923077,0.10312330440801,0.229525621796504,0.593111634476634,0,0.0308581196581197,0,0.0130909978909979,0.35700310382428,0.00309411764705882,0.0101833333333333,0.0309869288228112,0.943769027867557,0.0299703108982521,0.0287428571428571,0.258444388715859,0.00713525892408245,0.00264444444444444,0.151848218937925,0.0303983178912591,0.000377777777777778,0.0120643970408676,0.130361630199865,0.244537690218278,0.379071616031028,0,0.315514065117889,0.719884395179983,0.00398461538461539,0.0514024297924298,0.0420046426775839,0.0431738095238095,0.0520694379803203,0.231959946752594,0.253663480669657,0.893404048076107,0.0506932521726639,0.00693846153846154,0.0745468892218892,0.00831998589645649,0.00803957219251337,0.12749438803027,0.00678428104575163,0.00837362637362637,0.0139844473173885,0.0342417366946779,0.105876152474976,0,0.880517038190568,0.0308462651727358,0.903903471528472,0.00188349206349206,2e-05,0.0155350427350427,0.152232340633223,0.0378011904761905,0.894335431398667,0.00134545454545455,0.0516601648351648,0,0.0294246168210874,0.192473815334992,0.307413350342468,0.767459467525938,0.414707835301953,0.0606875547654959,0.204217646242646,0.0022,0.0745130952380952,0,0.0280436718836719,0.00134545454545455,0.0541870015278839,0,0.062020091020091,0.00844166666666667,0.1426,0.0116,0.2012,0.0152,0.2444,0.0188,0,8e-04,0.0714,0,0.02,0.0104,0,0.0296,0.0034,2e-04,0.1552,0.018,0.0242,0.033,0,0
"113GAR087_9/11/12_1",9,7.584307591167,1.18666073228382,9,7.43283582089552,1.21084337349398,0.085363371431136,0.0953678474114441,0.00394350427350427,0.987923076923077,0.10312330440801,0.229525621796504,0.593111634476634,0,0.0308581196581197,0,0.0130909978909979,0.35700310382428,0.00309411764705882,0.0101833333333333,0.0309869288228112,0.943769027867557,0.0299703108982521,0.0287428571428571,0.258444388715859,0.00713525892408245,0.00264444444444444,0.151848218937925,0.0303983178912591,0.000377777777777778,0.0120643970408676,0.130361630199865,0.244537690218278,0.379071616031028,0,0.315514065117889,0.719884395179983,0.00398461538461539,0.0514024297924298,0.0420046426775839,0.0431738095238095,0.0520694379803203,0.231959946752594,0.253663480669657,0.893404048076107,0.0506932521726639,0.00693846153846154,0.0745468892218892,0.00831998589645649,0.00803957219251337,0.12749438803027,0.00678428104575163,0.00837362637362637,0.0139844473173885,0.0342417366946779,0.105876152474976,0,0.880517038190568,0.0308462651727358,0.903903471528472,0.00188349206349206,2e-05,0.0155350427350427,0.152232340633223,0.0378011904761905,0.894335431398667,0.00134545454545455,0.0516601648351648,0,0.0294246168210874,0.192473815334992,0.307413350342468,0.767459467525938,0.414707835301953,0.0606875547654959,0.204217646242646,0.0022,0.0745130952380952,0,0.0280436718836719,0.00134545454545455,0.0541870015278839,0,0.062020091020091,0.00844166666666667,0.1426,0.0116,0.2012,0.0152,0.2444,0.0188,0,8e-04,0.0714,0,0.02,0.0104,0,0.0296,0.0034,2e-04,0.1552,0.018,0.0242,0.033,0,0
"113GAR087_9/11/12_2",9,7.584307591167,1.18666073228382,9,7.43283582089552,1.21084337349398,0.085363371431136,0.0953678474114441,0.00394350427350427,0.987923076923077,0.10312330440801,0.229525621796504,0.593111634476634,0,0.0308581196581197,0,0.0130909978909979,0.35700310382428,0.00309411764705882,0.0101833333333333,0.0309869288228112,0.943769027867557,0.0299703108982521,0.0287428571428571,0.258444388715859,0.00713525892408245,0.00264444444444444,0.151848218937925,0.0303983178912591,0.000377777777777778,0.0120643970408676,0.130361630199865,0.244537690218278,0.379071616031028,0,0.315514065117889,0.719884395179983,0.00398461538461539,0.0514024297924298,0.0420046426775839,0.0431738095238095,0.0520694379803203,0.231959946752594,0.253663480669657,0.893404048076107,0.0506932521726639,0.00693846153846154,0.0745468892218892,0.00831998589645649,0.00803957219251337,0.12749438803027,0.00678428104575163,0.00837362637362637,0.0139844473173885,0.0342417366946779,0.105876152474976,0,0.880517038190568,0.0308462651727358,0.903903471528472,0.00188349206349206,2e-05,0.0155350427350427,0.152232340633223,0.0378011904761905,0.894335431398667,0.00134545454545455,0.0516601648351648,0,0.0294246168210874,0.192473815334992,0.307413350342468,0.767459467525938,0.414707835301953,0.0606875547654959,0.204217646242646,0.0022,0.0745130952380952,0,0.0280436718836719,0.00134545454545455,0.0541870015278839,0,0.062020091020091,0.00844166666666667,0.1426,0.0116,0.2012,0.0152,0.2444,0.0188,0,8e-04,0.0714,0,0.02,0.0104,0,0.0296,0.0034,2e-04,0.1552,0.018,0.0242,0.033,0,0
"113GAR089_6/14/10_1",8,8.24315241696212,0.970502496537395,8,7.43283582089552,1.07630522088353,0.142670106071007,0.107930367504836,0.00494724664224664,0.991728071928072,0.114417285503168,0.270169211964506,0.642406135716136,0,0.0294729973729974,0,0.0164897805897806,0.433123999083705,0.00155828877005348,0.00624166666666667,0.033747329565859,0.939441052248405,0.0352576449694097,0.0441714285714286,0.289851894848071,0.00787201860231272,0.00218518518518518,0.198601983310807,0.0327013523731171,0.000333333333333333,0.017245291962939,0.120829867844574,0.301853771751125,0.489980074816251,5.71428571428571e-05,0.424816955005778,0.765701105539341,0.00427692307692308,0.0443834593184593,0.0435093688011335,0.048176924001924,0.0473370635791224,0.257719420122361,0.319616309746898,0.880487503400739,0.0355478722258134,0.00537902097902098,0.0841611111111111,0.00712809249573955,0.00547616501145913,0.121889857680446,0.00858303921568628,0.00599505494505495,0.0120246742799684,0.0440955182072829,0.125703245795599,2.85714285714286e-05,0.914088445595798,0.0387686140112611,0.93100342990343,0.00309904761904762,8e-05,0.00915918155918156,0.176444064171123,0.0373969696969697,0.894983803886745,0.00137272727272727,0.0684513236763237,0,0.0326164315640786,0.247921993376993,0.343235103328045,0.76873162667398,0.514581242069477,0.0589756775359716,0.214862611734671,0.000981818181818182,0.103463095238095,0,0.0289383109483109,0.00137272727272727,0.0475123639758934,0,0.0753314907314907,0.0104416666666667,0.1726,0.0184,0.3092,0.0098,0.1498,0.0112,0,0.0096,0.059,0,0.026,0.0188,2e-04,0.0302,0.003,8e-04,0.111,0.0152,0.0108,0.0444,0,0
"113GAR089_6/20/11_1",9,8.24315241696212,1.09181530860457,9,7.43283582089552,1.21084337349398,0.103577931922699,0.0953678474114441,0.00494724664224664,0.991728071928072,0.114417285503168,0.270169211964506,0.642406135716136,0,0.0294729973729974,0,0.0164897805897806,0.433123999083705,0.00155828877005348,0.00624166666666667,0.033747329565859,0.939441052248405,0.0352576449694097,0.0441714285714286,0.289851894848071,0.00787201860231272,0.00218518518518518,0.198601983310807,0.0327013523731171,0.000333333333333333,0.017245291962939,0.120829867844574,0.301853771751125,0.489980074816251,5.71428571428571e-05,0.424816955005778,0.765701105539341,0.00427692307692308,0.0443834593184593,0.0435093688011335,0.048176924001924,0.0473370635791224,0.257719420122361,0.319616309746898,0.880487503400739,0.0355478722258134,0.00537902097902098,0.0841611111111111,0.00712809249573955,0.00547616501145913,0.121889857680446,0.00858303921568628,0.00599505494505495,0.0120246742799684,0.0440955182072829,0.125703245795599,2.85714285714286e-05,0.914088445595798,0.0387686140112611,0.93100342990343,0.00309904761904762,8e-05,0.00915918155918156,0.176444064171123,0.0373969696969697,0.894983803886745,0.00137272727272727,0.0684513236763237,0,0.0326164315640786,0.247921993376993,0.343235103328045,0.76873162667398,0.514581242069477,0.0589756775359716,0.214862611734671,0.000981818181818182,0.103463095238095,0,0.0289383109483109,0.00137272727272727,0.0475123639758934,0,0.0753314907314907,0.0104416666666667,0.1726,0.0184,0.3092,0.0098,0.1498,0.0112,0,0.0096,0.059,0,0.026,0.0188,2e-04,0.0302,0.003,8e-04,0.111,0.0152,0.0108,0.0444,0,0
"113GAR094_7/27/10_1",9,7.59203260041701,1.18545328684517,9,7.43283582089552,1.21084337349398,0.08485804201877,0.0953678474114441,0.00390995726495726,0.987325874125874,0.10750168914963,0.223533660979543,0.585517668257668,0,0.0362639212639213,0,0.0108396344396344,0.337073318957731,0.00613475935828877,0.0108166666666667,0.0330281828302417,0.94375645841087,0.0343689307424602,0.0243142857142857,0.247867320250556,0.00625937908496732,0.00183703703703704,0.132933881151528,0.0333488608123902,0.00102222222222222,0.0105381886087768,0.150036708226414,0.232172473572179,0.342525432258373,0,0.297361157894393,0.714790501709619,0.00289230769230769,0.0565383494283494,0.0596048137483432,0.0445073472823473,0.0547054853751912,0.224645321998263,0.247809354458178,0.905671130122601,0.0573342849960497,0.0127636363636364,0.0808369519369519,0.00887240994299818,0.0178085561497326,0.131066234103587,0.00785160130718954,0.00816043956043956,0.0163200646412411,0.0316910364145658,0.105584641480524,0,0.878348944628356,0.0308264882720765,0.900624350649351,0.00249936507936508,2e-05,0.0260936544936545,0.155676417961124,0.0441445887445887,0.89924608762697,0.00154545454545455,0.0486057192807193,0,0.0307053273959156,0.176022649398532,0.300557609677904,0.776751584885702,0.389862306049071,0.0653219002130767,0.224554686489981,0.00538181818181818,0.0665654761904762,0,0.0389501672401672,0.00154545454545455,0.0889796485867074,0,0.0781970917970918,0.00815833333333333,0.137,0.0136,0.1702,0.0128,0.2596,0.0116,0,0.001,0.0496,0,0.0196,0.0102,0,0.034,0.0092,2e-04,0.1712,0.015,0.0592,0.026,0,0
"113GAR094_7/27/10_2",9,7.59203260041701,1.18545328684517,9,7.43283582089552,1.21084337349398,0.08485804201877,0.0953678474114441,0.00390995726495726,0.987325874125874,0.10750168914963,0.223533660979543,0.585517668257668,0,0.0362639212639213,0,0.0108396344396344,0.337073318957731,0.00613475935828877,0.0108166666666667,0.0330281828302417,0.94375645841087,0.0343689307424602,0.0243142857142857,0.247867320250556,0.00625937908496732,0.00183703703703704,0.132933881151528,0.0333488608123902,0.00102222222222222,0.0105381886087768,0.150036708226414,0.232172473572179,0.342525432258373,0,0.297361157894393,0.714790501709619,0.00289230769230769,0.0565383494283494,0.0596048137483432,0.0445073472823473,0.0547054853751912,0.224645321998263,0.247809354458178,0.905671130122601,0.0573342849960497,0.0127636363636364,0.0808369519369519,0.00887240994299818,0.0178085561497326,0.131066234103587,0.00785160130718954,0.00816043956043956,0.0163200646412411,0.0316910364145658,0.105584641480524,0,0.878348944628356,0.0308264882720765,0.900624350649351,0.00249936507936508,2e-05,0.0260936544936545,0.155676417961124,0.0441445887445887,0.89924608762697,0.00154545454545455,0.0486057192807193,0,0.0307053273959156,0.176022649398532,0.300557609677904,0.776751584885702,0.389862306049071,0.0653219002130767,0.224554686489981,0.00538181818181818,0.0665654761904762,0,0.0389501672401672,0.00154545454545455,0.0889796485867074,0,0.0781970917970918,0.00815833333333333,0.137,0.0136,0.1702,0.0128,0.2596,0.0116,0,0.001,0.0496,0,0.0196,0.0102,0,0.034,0.0092,2e-04,0.1712,0.015,0.0592,0.026,0,0
"113GAR105_6/14/10_1",8,7.64871786715463,1.04592693036226,8,7.43283582089552,1.07630522088353,0.101576470040467,0.117988394584139,0.00410955433455433,0.994337862137862,0.108830411690706,0.247740833023186,0.619129694379694,0,0.0271874828874829,0,0.0176856402856403,0.405266935297818,0.00188877005347594,0.00813333333333333,0.0313510860054978,0.940155001044707,0.0319718758365817,0.0401142857142857,0.287051292117469,0.00899360231271996,0.00276296296296296,0.186287245760775,0.0309612864259923,0.000222222222222222,0.0174043812396754,0.117151993921112,0.282607995435937,0.450257467260408,5.71428571428571e-05,0.384257878232878,0.742472879027291,0.00470769230769231,0.0391305638805639,0.0404464568111627,0.0459505892255892,0.0483283119386061,0.249144945903769,0.302739293821647,0.884861079171373,0.0381680277239101,0.00582097902097902,0.0784074314574315,0.00623835282364694,0.0049964858670741,0.124782409148586,0.00674885620915033,0.00532032967032967,0.0100870286576169,0.0389705882352941,0.120604515310398,2.85714285714286e-05,0.895893589308295,0.0361641279744221,0.918576931401931,0.00213650793650794,0,0.0105217301217301,0.167242470927765,0.0349649350649351,0.891255582271759,0.00165454545454545,0.0615036213786214,0,0.0289908077761019,0.227123255937962,0.344409252348958,0.762035248411719,0.471735298633828,0.0572091491297374,0.203579889391654,0.00101818181818182,0.094275,0,0.0282014078514078,0.00165454545454545,0.0455740769034887,0,0.0693225663225663,0.009325,0.1482,0.0184,0.2808,0.0148,0.1952,0.012,0,0.0022,0.0746,0,0.0252,0.0134,2e-04,0.0364,0.002,0,0.1102,0.006,0.0112,0.0492,0,0
"113GAR105_6/20/11_1",8,7.64871786715463,1.04592693036226,8,7.43283582089552,1.07630522088353,0.101576470040467,0.117988394584139,0.00410955433455433,0.994337862137862,0.108830411690706,0.247740833023186,0.619129694379694,0,0.0271874828874829,0,0.0176856402856403,0.405266935297818,0.00188877005347594,0.00813333333333333,0.0313510860054978,0.940155001044707,0.0319718758365817,0.0401142857142857,0.287051292117469,0.00899360231271996,0.00276296296296296,0.186287245760775,0.0309612864259923,0.000222222222222222,0.0174043812396754,0.117151993921112,0.282607995435937,0.450257467260408,5.71428571428571e-05,0.384257878232878,0.742472879027291,0.00470769230769231,0.0391305638805639,0.0404464568111627,0.0459505892255892,0.0483283119386061,0.249144945903769,0.302739293821647,0.884861079171373,0.0381680277239101,0.00582097902097902,0.0784074314574315,0.00623835282364694,0.0049964858670741,0.124782409148586,0.00674885620915033,0.00532032967032967,0.0100870286576169,0.0389705882352941,0.120604515310398,2.85714285714286e-05,0.895893589308295,0.0361641279744221,0.918576931401931,0.00213650793650794,0,0.0105217301217301,0.167242470927765,0.0349649350649351,0.891255582271759,0.00165454545454545,0.0615036213786214,0,0.0289908077761019,0.227123255937962,0.344409252348958,0.762035248411719,0.471735298633828,0.0572091491297374,0.203579889391654,0.00101818181818182,0.094275,0,0.0282014078514078,0.00165454545454545,0.0455740769034887,0,0.0693225663225663,0.009325,0.1482,0.0184,0.2808,0.0148,0.1952,0.012,0,0.0022,0.0746,0,0.0252,0.0134,2e-04,0.0364,0.002,0,0.1102,0.006,0.0112,0.0492,0,0
"113GAR110_6/18/12_1",7,7.5235073203485,0.930417118232531,7,7.43283582089552,0.941767068273092,0.187700274842773,0.172699069286453,0.00383974358974359,0.985022377622378,0.111076471839707,0.216241838880074,0.563545534095534,2.22222222222222e-05,0.0355118585118585,5.45454545454545e-05,0.0139041107041107,0.296642907528202,0.00647807486631016,0.0119295454545455,0.0382957712222418,0.949900814544932,0.0296017900400253,0.0160857142857143,0.252256886686298,0.00922641574112162,0.00240740740740741,0.109545791136968,0.0288078894961248,0.0012989898989899,0.0132230893289717,0.142723203757027,0.225508684126331,0.276431918462801,0,0.254611571924807,0.674886003484533,0.00253830613830614,0.0617058691308691,0.0513795511677865,0.039238936988937,0.0566525382025382,0.220683019594784,0.236685999077176,0.916692140103905,0.0650937351863822,0.0107159285159285,0.0665685481185481,0.0106372862431686,0.0153401069518717,0.153244459842989,0.0072437908496732,0.00947142857142857,0.0189201824319471,0.0248521008403361,0.0994348695966343,0,0.866757229426347,0.0253045171603995,0.892544597069597,0.00594184704184704,0.000176767676767677,0.0233543641543642,0.135352092352092,0.0394463924963925,0.899917482789542,0.0016,0.0349941058941059,0,0.036556163662046,0.158733427629016,0.314328241203241,0.77424114121173,0.32788443544473,0.0782248009615657,0.21722875115081,0.00445454545454545,0.0498809523809524,0,0.0318522958522959,0.0016,0.0803399159663866,0,0.064038961038961,0.00586666666666667,0.1048,0.0076,0.1126,0.0344,0.285,0.0088,0,0.0032,0.065,6e-04,0.012,0.0318,0,0.0352,0.0112,0.001,0.1868,0.0276,0.049,0.0232,2e-04,0
"113GAR110_6/30/09_1",9,7.5235073203485,1.19625058058468,9,7.43283582089552,1.21084337349398,0.0893570990120978,0.0953678474114441,0.00383974358974359,0.985022377622378,0.111076471839707,0.216241838880074,0.563545534095534,2.22222222222222e-05,0.0355118585118585,5.45454545454545e-05,0.0139041107041107,0.296642907528202,0.00647807486631016,0.0119295454545455,0.0382957712222418,0.949900814544932,0.0296017900400253,0.0160857142857143,0.252256886686298,0.00922641574112162,0.00240740740740741,0.109545791136968,0.0288078894961248,0.0012989898989899,0.0132230893289717,0.142723203757027,0.225508684126331,0.276431918462801,0,0.254611571924807,0.674886003484533,0.00253830613830614,0.0617058691308691,0.0513795511677865,0.039238936988937,0.0566525382025382,0.220683019594784,0.236685999077176,0.916692140103905,0.0650937351863822,0.0107159285159285,0.0665685481185481,0.0106372862431686,0.0153401069518717,0.153244459842989,0.0072437908496732,0.00947142857142857,0.0189201824319471,0.0248521008403361,0.0994348695966343,0,0.866757229426347,0.0253045171603995,0.892544597069597,0.00594184704184704,0.000176767676767677,0.0233543641543642,0.135352092352092,0.0394463924963925,0.899917482789542,0.0016,0.0349941058941059,0,0.036556163662046,0.158733427629016,0.314328241203241,0.77424114121173,0.32788443544473,0.0782248009615657,0.21722875115081,0.00445454545454545,0.0498809523809524,0,0.0318522958522959,0.0016,0.0803399159663866,0,0.064038961038961,0.00586666666666667,0.1048,0.0076,0.1126,0.0344,0.285,0.0088,0,0.0032,0.065,6e-04,0.012,0.0318,0,0.0352,0.0112,0.001,0.1868,0.0276,0.049,0.0232,2e-04,0
"113GAR112_6/15/10_1",9,7.67210404144875,1.17308106764158,9,7.43283582089552,1.21084337349398,0.0796477730255253,0.0953678474114441,0.00453837606837607,0.984594405594406,0.116114648194942,0.24296532865827,0.634732161172161,0,0.0326761460761461,0,0.0154245421245421,0.389062068715598,0.00371871657754011,0.007925,0.0363722905199376,0.942543841779136,0.0346219910808146,0.0332571428571429,0.264481223286517,0.00802047762694822,0.00233333333333333,0.163746196940315,0.038840965439789,0.000177777777777778,0.0145318824965884,0.15324734987235,0.262164511436276,0.399213921927746,0,0.371010588202647,0.724311331315743,0.00515384615384615,0.0576516222666223,0.0530983391771627,0.0461847763347763,0.0481577929260282,0.233508585858586,0.277645368226545,0.889940052431229,0.0421932360123537,0.00856503496503497,0.0877365412365412,0.00847388493859082,0.0103502673796791,0.127205535869359,0.00608281045751634,0.00896483516483517,0.0130882826976945,0.0344347338935574,0.113148287855935,0,0.897998550958845,0.0345188566335625,0.917612728937729,0.00291206349206349,2e-05,0.0182736596736597,0.162613413971649,0.0399965367965368,0.901508958198664,0.0017,0.0574665834165834,0,0.0313658507505566,0.209821756446168,0.325932934679699,0.778862011060835,0.44095012324277,0.0574370555914674,0.214122689238866,0.00283636363636364,0.0826452380952381,0,0.0338860406260406,0.0017,0.0643285154061625,0,0.0752416028416028,0.00931666666666667,0.1348,0.011,0.2328,0.015,0.1902,0.0294,0,0.0012,0.063,0,0.0296,0.019,0,0.0374,0.0016,2e-04,0.1472,0.0188,0.0312,0.0376,0,0
"113GAR112_8/22/11_1",9,7.67210404144875,1.17308106764158,9,7.43283582089552,1.21084337349398,0.0796477730255253,0.0953678474114441,0.00453837606837607,0.984594405594406,0.116114648194942,0.24296532865827,0.634732161172161,0,0.0326761460761461,0,0.0154245421245421,0.389062068715598,0.00371871657754011,0.007925,0.0363722905199376,0.942543841779136,0.0346219910808146,0.0332571428571429,0.264481223286517,0.00802047762694822,0.00233333333333333,0.163746196940315,0.038840965439789,0.000177777777777778,0.0145318824965884,0.15324734987235,0.262164511436276,0.399213921927746,0,0.371010588202647,0.724311331315743,0.00515384615384615,0.0576516222666223,0.0530983391771627,0.0461847763347763,0.0481577929260282,0.233508585858586,0.277645368226545,0.889940052431229,0.0421932360123537,0.00856503496503497,0.0877365412365412,0.00847388493859082,0.0103502673796791,0.127205535869359,0.00608281045751634,0.00896483516483517,0.0130882826976945,0.0344347338935574,0.113148287855935,0,0.897998550958845,0.0345188566335625,0.917612728937729,0.00291206349206349,2e-05,0.0182736596736597,0.162613413971649,0.0399965367965368,0.901508958198664,0.0017,0.0574665834165834,0,0.0313658507505566,0.209821756446168,0.325932934679699,0.778862011060835,0.44095012324277,0.0574370555914674,0.214122689238866,0.00283636363636364,0.0826452380952381,0,0.0338860406260406,0.0017,0.0643285154061625,0,0.0752416028416028,0.00931666666666667,0.1348,0.011,0.2328,0.015,0.1902,0.0294,0,0.0012,0.063,0,0.0296,0.019,0,0.0374,0.0016,2e-04,0.1472,0.0188,0.0312,0.0376,0,0
"113GAR112_8/4/09_1",9,7.67210404144875,1.17308106764158,9,7.43283582089552,1.21084337349398,0.0796477730255253,0.0953678474114441,0.00453837606837607,0.984594405594406,0.116114648194942,0.24296532865827,0.634732161172161,0,0.0326761460761461,0,0.0154245421245421,0.389062068715598,0.00371871657754011,0.007925,0.0363722905199376,0.942543841779136,0.0346219910808146,0.0332571428571429,0.264481223286517,0.00802047762694822,0.00233333333333333,0.163746196940315,0.038840965439789,0.000177777777777778,0.0145318824965884,0.15324734987235,0.262164511436276,0.399213921927746,0,0.371010588202647,0.724311331315743,0.00515384615384615,0.0576516222666223,0.0530983391771627,0.0461847763347763,0.0481577929260282,0.233508585858586,0.277645368226545,0.889940052431229,0.0421932360123537,0.00856503496503497,0.0877365412365412,0.00847388493859082,0.0103502673796791,0.127205535869359,0.00608281045751634,0.00896483516483517,0.0130882826976945,0.0344347338935574,0.113148287855935,0,0.897998550958845,0.0345188566335625,0.917612728937729,0.00291206349206349,2e-05,0.0182736596736597,0.162613413971649,0.0399965367965368,0.901508958198664,0.0017,0.0574665834165834,0,0.0313658507505566,0.209821756446168,0.325932934679699,0.778862011060835,0.44095012324277,0.0574370555914674,0.214122689238866,0.00283636363636364,0.0826452380952381,0,0.0338860406260406,0.0017,0.0643285154061625,0,0.0752416028416028,0.00931666666666667,0.1348,0.011,0.2328,0.015,0.1902,0.0294,0,0.0012,0.063,0,0.0296,0.019,0,0.0374,0.0016,2e-04,0.1472,0.0188,0.0312,0.0376,0,0
