"","cnt.spp.IndicatorClass_TP_high","prop.spp.IndicatorClass_DOC_high","prop.spp.Green","prop.spp.BCG3","sba.pMMI"
"113GAR061_7/1/09_1",0.885022403014599,0.604991308653735,0.583398667501886,0.676834892625559,0.687561817948945
"113GAR062_6/30/09_1",0.708017922411679,0.701276399607328,0.691435457780013,1,0.775182444949755
"113GAR062_8/27/12_1",0.531013441808759,0.701276399607328,0.529380272362822,0.902446523500744,0.666029159319913
"113GAR084_6/28/10_1",0.885022403014599,0.893846581514516,0.0432147161112504,1,0.705520925160091
"113GAR087_6/29/10_1",0.885022403014599,0.893846581514516,0.648220741668762,1,0.856772431549469
"113GAR087_8/6/13_1",0.531013441808759,0.722673086485905,0.427345525989036,0.902446523500744,0.645869644446111
"113GAR087_9/11/12_1",0.531013441808759,0.653133854130532,0.583398667501886,0.564029077187965,0.582893760157285
"113GAR087_9/11/12_2",0.531013441808759,0.662762363225891,0.492647763668259,0.758055079740626,0.611119662110884
"113GAR089_6/14/10_1",0.708017922411679,0.316136035792954,0.907509038336267,1,0.732915749135225
"113GAR089_6/20/11_1",0.708017922411679,0.508706217700141,0.907509038336267,1,0.781058294612022
"113GAR094_7/27/10_1",0.885022403014599,0.893846581514516,0.421343482084695,1,0.800053116653452
"113GAR094_7/27/10_2",0.708017922411679,0.431678144937266,0.129644148333752,0.541467914100447,0.452702032445786
"113GAR105_6/14/10_1",0.885022403014599,0.893846581514516,0.648220741668762,1,0.856772431549469
"113GAR105_6/20/11_1",0.708017922411679,0.788808300474231,0.78965072166922,1,0.821619236138783
"113GAR110_6/18/12_1",0.708017922411679,0.604991308653735,0.907509038336267,0.676834892625559,0.72433829050681
"113GAR110_6/30/09_1",0.708017922411679,0.316136035792954,0.907509038336267,0,0.482915749135225
"113GAR112_6/15/10_1",0.708017922411679,0.701276399607328,0.691435457780013,1,0.775182444949755
"113GAR112_8/22/11_1",0.531013441808759,0.778304472370203,0.648220741668762,0.676834892625559,0.658593387118321
"113GAR112_8/4/09_1",0.885022403014599,0.893846581514516,0.907509038336267,0,0.671594505716345
"113GAR112_8/4/09_2",0.885022403014599,0.893846581514516,0.907509038336267,0,0.671594505716345
"113GAR112_8/7/13_1",0.885022403014599,0.893846581514516,0.436075771668076,0,0.553736189049298
"113GAR118_7/26/10_1",0.885022403014599,0.316136035792954,0.907509038336267,1,0.777166869285955
"113GAR118_9/10/12_1",0.708017922411679,0.604991308653735,0.907509038336267,0.676834892625559,0.72433829050681
"113GAR178_6/21/11_1",0.708017922411679,0.662762363225891,0.907509038336267,1,0.819572330993459
"113GAR178_8/31/10_1",0.885022403014599,0.701276399607328,0.907509038336267,0.902446523500744,0.849063591114735
"113GAR178_9/9/13_1",0.885022403014599,0.893846581514516,0.907509038336267,0.386762795786034,0.768285204662854
"113GAR178_9/9/13_2",0.885022403014599,0.749418945084125,0.907509038336267,0.338417446312779,0.720091958186943
"113GAR244_6/28/10_1",0.885022403014599,0.508706217700141,0.907509038336267,0.902446523500744,0.800921045637938
"113PS0012_9/9/08_1",0.708017922411679,0.689948741848082,0.526202719707583,1,0.731042345991836
"113PS0012_9/9/08_2",0.708017922411679,0.604991308653735,0.475361877223759,1,0.697092777072293
"113PS0076_8/2/12_1",0.708017922411679,0.728786425594069,0.907509038336267,0.966906989465084,0.827805093951775
"113PS0076_8/22/12_1",0.885022403014599,0.893846581514516,0.907509038336267,0,0.671594505716345
"113PS0084_8/18/09_1",0.708017922411679,0.716089490523266,0.907509038336267,1,0.832904112817803
"113PS0100_8/25/09_1",0.708017922411679,0.508706217700141,0.907509038336267,0.902446523500744,0.756669925487208
"113PS0120_9/14/10_1",0.35400896120584,0.749418945084125,0.461857278438993,1,0.641321296182239
"113PS0132_9/15/10_1",0.708017922411679,0.788808300474231,0.671792405002172,1,0.792154656972021
"113PS0168_7/6/11_1",0.708017922411679,0.804968036018891,0.708056502438186,0.833027560154535,0.763517505255823
"113PS0196_8/1/12_1",0.708017922411679,0.431678144937266,0.648220741668762,0,0.446979202254427
"113PS0216_9/3/13_1",0.708017922411679,0.316136035792954,0.907509038336267,1,0.732915749135225
"113PS0232_9/4/13_1",0.35400896120584,0.76254873021416,0.436075771668076,0.984487116546269,0.634280144908586
"113PS0232_9/4/13_2",0.17700448060292,0.760528763271079,0.359014564616545,0.989220227683508,0.571442009043513
"113PS0268_6/11/14_1",0.708017922411679,0.797561490560922,0.907509038336267,1,0.853272112827217
"113RG8046_8/19/10_1",0.708017922411679,0.788808300474231,0.318217455001028,0.984487116546269,0.699882698608302
"113RG8046_8/19/10_2",0.708017922411679,0.662762363225891,0.259288296667505,1,0.657517145576269
"114AU7778_6/21/10_1",0.885022403014599,0.701276399607328,0.691435457780013,0.451223261750374,0.682239380538078
"114CE0131_7/31/12_1",0.35400896120584,0.578731738393663,0.436075771668076,0.902446523500744,0.567815748692081
"114CR0903_8/26/13_1",0.885022403014599,0.893846581514516,0.907509038336267,0,0.671594505716345
"114CR0903_9/25/13_1",0.885022403014599,0.893846581514516,0.907509038336267,0,0.671594505716345
"114FCA199_8/1/13_1",0.35400896120584,0.556848763176937,0.313306691806569,0.338417446312779,0.390645465625531
"114GV3469_7/5/11_1",0.708017922411679,0.508706217700141,0.907509038336267,0.902446523500744,0.756669925487208
"114GV5331_7/6/11_1",0.708017922411679,0.123565853885766,0.475361877223759,0,0.326736413380301
"114MA2364_7/6/10_1",0.885022403014599,0.728786425594069,0.537097185954117,1,0.787726503640696
"114MRCURX_6/24/08_1",0.708017922411679,0.604991308653735,0.421343482084695,1,0.683588178287527
"114MW8747_6/23/09_1",0.531013441808759,0.683770019433947,0.0825008216669338,1,0.57432107072741
