"","Predicted"
"102PS0139_8.9.10_1",0.250896142042405
"103FCA168_7.24.13_1",0.20519341867666
"103PS0217_9.10.13_1",0.203793600446059
"103RDCBCC_7.21.11_1",0.193891259227162
"105PS0028_8.12.08_1",0.266729566773108
"105PS0028_8.26.08_1",0.266729566773108
"105PS0067_8.24.09_1",0.159999342118127
"105PS0067_8.24.09_2",0.159999342118127
"105PS0067_9.15.09_1",0.159999342118127
"105PS0069_8.18.09_1",0.205527771151225
"105PS0092_8.11.08_1",0.26168070605595
"105PS0107_9.14.09_1",0.177545679262615
"105PS0129_8.11.10_1",0.18743224949165
"105PS0129_8.11.10_2",0.18743224949165
"105PS0149_8.29.12_1",0.181964130567893
"105PS0211_8.20.13_1",0.284158451799891
"105PS0211_9.16.13_1",0.284158451799891
"105PS0231_8.29.13_1",0.219831639175562
"105PS0276_9.1.09_1",0.17484030414979
"105PS0276_9.22.09_1",0.17484030414979
"105PS0540_8.5.10_1",0.265741751106156
"105PS1148_9.18.12_1",0.158949937436261
"105PS1404_8.28.13_1",0.250009613944389
"105PS1404_8.28.13_2",0.250009613944389
"106FCA036_7.15.13_1",0.159705649715699
"106HLCACC_9.23.13_1",0.181587454528762
"106PS0022_9.30.08_1",0.145423664137532
"106PS0051_9.16.08_1",0.269721234431021
"106PS0051_9.16.08_2",0.269721234431021
"106PS0106_9.8.09_1",0.120464380376332
"106PS0106_9.8.09_2",0.120464380376332
"106PS0122_9.20.10_1",0.232673731441636
"106PS0142_7.19.10_1",0.154524415612873
"106PS0206_10.3.12_1",0.0850265282207635
"106PTCAHC_9.2.08_1",0.124854235134643
"107GWCAPC_9.15.10_1",0.179796612335717
"107RWCBHW_8.3.11_1",0.212375052644724
"107RWCBHW_8.3.11_2",0.212375052644724
"108PS0197_8.16.12_1",0.158049587283504
"110PS0114_7.21.10_1",0.222327055430315
"110SMCATH_7.27.11_1",0.215255350143445
"111CE0569_10.11.10_1",0.152915531209349
"111FCA207_7.23.13_1",0.0824131109975899
"111PS0008_9.29.08_1",0.186246897689075
"111PS0008_9.9.08_1",0.186246897689075
"111PS0008_9.9.08_2",0.186246897689075
"111PS0013_8.19.08_1",0.131042484625418
"111PS0095_8.27.09_1",0.213608138258981
"111PS0095_8.27.09_2",0.213608138258981
"111PS0121_7.20.10_1",0.141019543452992
"111PS0159_7.14.11_1",0.180090105534012
"111PS0169_7.25.11_1",0.211906593919398
"111PS0169_7.25.11_2",0.211906593919398
"111PS0178_8.14.12_1",0.172176587776155
"111PS0237_9.12.13_1",0.229743960148796
"112PS0157_7.12.11_1",0.174999838140739
"113GAR011_8.22.11_1",0.187796809787032
"113GAR011_9.1.10_1",0.187796809787032
"113GAR015_8.23.11_1",0.194086180335138
"113GAR015_8.31.10_1",0.194086180335138
"113GAR015_9.9.13_1",0.194086180335138
"113GAR023_7.22.14_1",0.187796809787032
"113GAR023_8.5.13_1",0.187796809787032
"113GAR030_8.26.09_1",0.194086180335138
"113GAR030_8.26.09_2",0.194086180335138
"113GAR030_8.28.12_1",0.194086180335138
"113GAR042_9.10.13_1",0.187796809787032
"113GAR062_6.30.09_1",0.187796809787032
"113GAR062_8.27.12_1",0.187796809787032
"113GAR087_6.29.10_1",0.187796809787032
"113GAR087_8.6.13_1",0.187796809787032
"113GAR087_9.11.12_1",0.187796809787032
"113GAR087_9.11.12_2",0.187796809787032
"113GAR089_6.14.10_1",0.187796809787032
"113GAR089_6.20.11_1",0.187796809787032
"113GAR089_8.5.09_1",0.187796809787032
"113GAR105_6.14.10_1",0.187796809787032
"113GAR105_6.20.11_1",0.187796809787032
"113GAR105_8.4.09_1",0.187796809787032
"113GAR112_6.15.10_1",0.186806484245075
"113GAR112_7.22.14_1",0.186806484245075
"113GAR112_8.22.11_1",0.186806484245075
"113GAR112_8.4.09_1",0.186806484245075
"113GAR112_8.4.09_2",0.186806484245075
"113GAR112_8.7.13_1",0.186806484245075
"113GAR118_7.26.10_1",0.217687132195818
"113GAR118_9.10.12_1",0.217687132195818
"113GAR178_6.21.11_1",0.211183265560457
"113GAR178_7.23.14_1",0.211183265560457
"113GAR178_8.31.10_1",0.211183265560457
"113GAR178_9.9.13_1",0.211183265560457
"113GAR178_9.9.13_2",0.211183265560457
"113GAR244_6.28.10_1",0.190298016165975
"113PS0012_9.9.08_1",0.193866190331008
"113PS0012_9.9.08_2",0.193866190331008
"113PS0076_8.2.12_1",0.186432439434471
"113PS0076_8.22.12_1",0.186432439434471
"113PS0120_9.14.10_1",0.153319900578055
"113PS0168_7.6.11_1",0.194874449746707
"113PS0216_9.3.13_1",0.161329538953522
"113PS0232_9.4.13_1",0.186336292141179
"113PS0232_9.4.13_2",0.186336292141179
"113PS0268_6.11.14_1",0.167210168757369
"114AU7778_6.21.10_1",0.142659907543039
"114FCA199_8.1.13_1",0.132023990024228
"114GV3469_7.5.11_1",0.0834591637089855
"114GV5331_7.6.11_1",0.100712804007969
"114MA2364_7.6.10_1",0.131275292529393
"114MRCURX_6.24.08_1",0.123977244492564
"114PS0088_8.19.09_1",0.141032764476008
"114PS0209_6.10.13_1",0.194096348371981
"114PS0229_6.4.13_1",0.113305966766852
"114WER118_8.20.08_1",0.143537845004006
