"","Achnanthaceae","Achnanthes","Achnanthes acares","Achnanthes brevipes","Achnanthes coarctata","Achnanthes crenulata","Achnanthes exigua","Achnanthes inflata","Achnanthes lacus-vulcani","Achnanthes lewisiana","Achnanthes lutheri","Achnanthes ricula","Achnanthes saxonica","Achnanthes subhudsonis","Achnanthes ventralis","Achnanthidiaceae","Achnanthidium","Achnanthidium alpestre","Achnanthidium atomus","Achnanthidium biasolettianum","Achnanthidium catenatum","Achnanthidium deflexum","Achnanthidium eutrophilum","Achnanthidium exiguum","Achnanthidium jackii","Achnanthidium macrocephalum","Achnanthidium minutissimum","Achnanthidium reimeri","Achnanthidium rivulare","Achnanthidium subhudsonis","Achnanthidium subsalsum","Adlafia","Adlafia bryophila","Adlafia minuscula","Adlafia suchlandtii","Amphicampa eruca","Amphipleura","Amphipleura pellucida","Amphora","Amphora copulata","Amphora inariensis","Amphora libyca","Amphora minutissima","Amphora ovalis","Amphora pediculus","Amphora perpusilla","Amphora stoermerii","Aneumastus tuscula","Anomoeoneis","Anomoeoneishaerophora","Astartiella","Astartiella bahusiensis","Bacillaria","Bacillaria paradoxa","Bacillariophyceae","Berkeleya","Biremis","Biremis circumtexta","Brachysira","Brachysira aponina","Brachysira brebissonii","Brachysira microcephala","Brachysira neoexilis","Brachysira styriaca","Brachysira vitrea","Caloneis","Caloneis alpestris","Caloneis amphisbaena","Caloneis bacillum","Caloneis branderii","Caloneis clevei","Caloneis hyalina","Caloneis lauta","Caloneis lewisii","Caloneis macedonica","Caloneis molaris","Caloneis schumanniana","Caloneis silicula","Caloneis tenuis","Caloneis thermalis","Campylodiscus","Campylodiscus clypeus","Campylodiscus hibernicus","Cavinula","Cavinula cocconeiformis","Cavinula jaernefeltii","Cavinula lapidosa","Cavinula pseudoscutiformis","Cavinula vincentii","Chamaepinnularia","Chamaepinnularia begeri","Chamaepinnularia bremensis","Chamaepinnularia evanida","Chamaepinnularia mediocris","Chamaepinnularia soehrensis","Cocconeis","Cocconeis disculus","Cocconeis fluviatilis","Cocconeis neodiminuta","Cocconeis neothumensis","Cocconeis pediculus","Cocconeis placentula","Cocconeis pseudolineata","Cocconeis pseudothumensis","Cocconeis rugosa","Cocconeis scutellum","Craticula","Craticula accomoda","Craticula ambigua","Craticula buderi","Craticula cuspidata","Craticula haliphilioides","Craticula halophila","Craticula halophilioides","Craticula minusculoides","Craticula molestiformis","Cylindrotheca gracilis","Cymatopleura elliptica","Cymatopleura solea","Cymbella","Cymbella affinis","Cymbella aspera","Cymbella austriaca","Cymbella cistula","Cymbella cymbiformis","Cymbella dorsenotata","Cymbella excisa","Cymbella gracilis","Cymbella helvetica","Cymbella hustedtii","Cymbella janischii","Cymbella kolbei","Cymbella laevis","Cymbella lanceolata","Cymbella lapponica","Cymbella lata","Cymbella leptoceras","Cymbella mexicana","Cymbella neocistula","Cymbella parva","Cymbella proxima","Cymbella reinhardtii","Cymbella subturgidula","Cymbella sumatrensis","Cymbella tumida","Cymbella tumidula","Cymbella turgidula","Cymbellaceae","Cymbellafalsa diluviana","Cymbellales","Cymbellonitzschia diluviana","Cymbopleura","Cymbopleura amphicephala","Cymbopleura budayana","Cymbopleura citrus","Cymbopleura crassipunctata","Cymbopleura cuspidata","Cymbopleura hauckii","Cymbopleura hustedtii","Cymbopleura incerta","Cymbopleura laeviformis","Cymbopleura lapponica","Cymbopleura naviculiformis","Delicata","Delicata delicatula","Denticula","Denticula elegans","Denticula kuetzingii","Denticula subtilis","Denticula tenuis","Denticula thermalis","Denticula valida","Diadesmis","Diadesmis confervacea","Diadesmis contenta","Diadesmis gallica","Diadesmis perpusilla","Diadesmis templiniana","Diatomella balfouriana","Didymosphenia geminata","Diploneis","Diploneis aestuari","Diploneis boldtiana","Diploneis elliptica","Diploneis interrupta","Diploneis marginestriata","Diploneis modica","Diploneis oblongella","Diploneis ovalis","Diploneis parma","Diploneis pseudovalis","Diploneis puella","Diploneis separanda","Diploneis smithii","Diploneis subovalis","Encyonema","Encyonema auerswaldii","Encyonema caespitosum","Encyonema elginense","Encyonema hamsherae","Encyonema hebridicum","Encyonema latens","Encyonema latum","Encyonema lunatum","Encyonema mesianum","Encyonema minutum","Encyonema muelleri","Encyonema neogracile","Encyonema norvegicum","Encyonema perpusillum","Encyonema prostratum","Encyonema reichardtii","Encyonema silesiacum","Encyonema triangulum","Encyonopsis","Encyonopsis cesatii","Encyonopsis falaisensis","Encyonopsis hustedtii","Encyonopsis krammeri","Encyonopsis microcephala","Encyonopsis subminuta","Entomoneis","Entomoneis alata","Entomoneis ornata","Entomoneis paludosa","Eolimna","Eolimna minima","Eolimna subadnata","Eolimna subminuscula","Eolimna tantula","Epithemia","Epithemia adnata","Epithemia argus","Epithemia frickei","Epithemia hyndmanii","Epithemia sorex","Epithemia turgida","Eucocconeis alpestris","Eucocconeis flexella","Eucocconeis laevis","Eunotia","Eunotia bilunaris","Eunotia circumborealis","Eunotia cristagalli","Eunotia curvata","Eunotia exigua","Eunotia flexuosa","Eunotia formica","Eunotia implicata","Eunotia incisa","Eunotia intermedia","Eunotia minor","Eunotia muscicola","Eunotia naegelii","Eunotia paludosa","Eunotia pectinalis","Eunotia perpusilla","Eunotia praerupta","Eunotia quaternaria","Eunotia rhomboidea","Eunotia soleirolii","Eunotia subarcuatoides","Eunotia tecta","Eunotia tridentula","Fallacia","Fallacia cryptolyra","Fallacia fracta","Fallacia helensis","Fallacia indifferens","Fallacia insociabilis","Fallacia lenzii","Fallacia litoricola","Fallacia lucinensis","Fallacia maceria","Fallacia monoculata","Fallacia naumannii","Fallacia oculiformis","Fallacia omissa","Fallacia pulchella","Fallacia pygmaea","Fallacia subforcipata","Fallacia subhamulata","Fallacia sublucidula","Fallacia tenera","Fistulifera","Fistulifera pelliculosa","Fistulifera saprophila","Fragilaria crotonensis","Frustulia","Frustulia amphipleuroides","Frustulia asiatica","Frustulia capitata","Frustulia crassinervia","Frustulia creuzburgensis","Frustulia krammeri","Frustulia latita","Frustulia saxonica","Frustulia soror","Frustulia vulgaris","Geissleria","Geissleria acceptata","Geissleria decussis","Geissleria ignota","Geissleria kriegeri","Geissleria paludosa","Geissleria punctifera","Geissleria schoenfeldii","Geissleria similis","Gomphoneis","Gomphoneis eriense","Gomphoneis geitleri","Gomphoneis herculeana","Gomphoneis mamilla","Gomphoneis minuta","Gomphoneis olivaceoides","Gomphoneis olivaceum","Gomphoneis pseudokunoi","Gomphoneis quadripunctatum","Gomphoneis rhombica","Gomphonema","Gomphonema acuminatum","Gomphonema affine","Gomphonema americobtusatum","Gomphonema amoenum","Gomphonema angustatum","Gomphonema angustum","Gomphonema augur","Gomphonema bipunctatum","Gomphonema bohemicum","Gomphonema bozenae","Gomphonema brasiliense","Gomphonema brebissonii","Gomphonema capitatum","Gomphonema clavatum","Gomphonema clevei","Gomphonema commutatum","Gomphonema contraturris","Gomphonema coronatum","Gomphonema dichotomum","Gomphonema entolejum","Gomphonema exilissimum","Gomphonema freesei","Gomphonema gracile","Gomphonema insigne","Gomphonema intricatum","Gomphonema italicum","Gomphonema kobayasii","Gomphonema lagenula","Gomphonema lanceolatum","Gomphonema laticollum","Gomphonema mexicanum","Gomphonema micropumilum","Gomphonema micropus","Gomphonema minusculum","Gomphonema minutum","Gomphonema montanum","Gomphonema pala","Gomphonema parvulum","Gomphonema patricki","Gomphonema procerum","Gomphonema productum","Gomphonema pseudoaugur","Gomphonema pseudobohemicum","Gomphonema pseudotenellum","Gomphonema pumilum","Gomphonema punae","Gomphonema sarcophagus","Gomphonema stoermeri","Gomphonema subclavatum","Gomphonema subtile","Gomphonema truncatum","Gomphonema turgidum","Gomphonemahaerophorum","Gomphonemataceae","Gomphosphenia","Gomphosphenia tackei","Gyrosigma","Gyrosigma acuminatum","Gyrosigma attenuatum","Gyrosigma nodiferum","Gyrosigma obtusatum","Gyrosigma reimeri","Gyrosigma scalproides","Gyrosigmaencerii","Halamphora","Halamphora acutiuscula","Halamphora bullatoides","Halamphora coffeaeformis","Halamphora holsatica","Halamphora montana","Halamphora normanii","Halamphora thumensis","Halamphora tumida","Halamphora turgida","Halamphora veneta","Hantzschia","Hantzschia amphioxys","Hantzschia distinctepunctata","Hippodonta","Hippodonta capitata","Hippodonta costulata","Hippodonta hungarica","Hippodonta pumila","Karayevia","Karayevia amoena","Karayevia bottnica","Karayevia clevei","Karayevia laterostrata","Karayevia nitidiformis","Karayevia oblongella","Karayevia ploenensis","Karayevia suchlandtii","Kobayasiella subtilissima","Kolbesia","Kolbesia gessneri","Kolbesia kolbei","Kolbesia suchlandtii","Lemnicola hungarica","Luticola","Luticola cohnii","Luticola dismutica","Luticola goeppertiana","Luticola mutica","Luticola muticopsis","Luticola nivalis","Luticola saxophila","Luticola stigma","Luticola ventricosa","Mastogloia","Mastogloia calcarea","Mastogloia elliptica","Mastogloia grevillei","Mastogloia smithii","Mayamaea","Mayamaea agrestis","Mayamaea atomus","Mayamaea fossalis","Mayamaea muraliformis","Mayamaea permitis","Microcostatus","Microcostatus krasskei","Muelleria","Muelleria gibbula","Muelleria terrestris","Navicula","Navicula absoluta","Navicula amphiceropsis","Navicula angusta","Navicula antonii","Navicula arctotenelloides","Navicula arenaria","Navicula arvensis","Navicula aurora","Navicula canalis","Navicula capitatoradiata","Navicula capitellata","Navicula cari","Navicula caterva","Navicula chiarae","Navicula cincta","Navicula concentrica","Navicula cryptocephala","Navicula cryptocephaloides","Navicula cryptotenella","Navicula cryptotenelloides","Navicula densilineolata","Navicula detenta","Navicula difficillima","Navicula digitoradiata","Navicula duerrenbergiana","Navicula eidrigiana","Navicula elginensis","Navicula erifuga","Navicula exilis","Navicula germainii","Navicula globulifera","Navicula goersii","Navicula gottlandica","Navicula graciloides","Navicula gregalis","Navicula gregaria","Navicula harderi","Navicula hasta","Navicula hintzii","Navicula incertata","Navicula ingenua","Navicula kotschyi","Navicula lanceolata","Navicula leptostriata","Navicula libonensis","Navicula limata","Navicula longa","Navicula lundii","Navicula margalithii","Navicula medioconvexa","Navicula menisculus","Navicula meniscus","Navicula microcari","Navicula modica","Navicula normaloides","Navicula notha","Navicula oblonga","Navicula obsoleta","Navicula occulta","Navicula oppugnata","Navicula parabilis","Navicula peregrina","Navicula perminuta","Navicula phyllepta","Navicula phylleptosoma","Navicula pseudoarvensis","Navicula pseudolanceolata","Navicula pseudotenelloides","Navicula pseudoventralis","Navicula radiosa","Navicula radiosafallax","Navicula recens","Navicula reichardtiana","Navicula reinhardtii","Navicula rhynchocephala","Navicula rhynchotella","Navicula rostellata","Navicula salinarum","Navicula salinicola","Navicula sanctaecrucis","Navicula schadei","Navicula schmassmanni","Navicula schroeteri","Navicula stankovici","Navicula striolata","Navicula subinflatoides","Navicula submuralis","Navicula subrhynchocephala","Navicula subrostellata","Navicula subrotundata","Navicula symmetrica","Navicula tenelloides","Navicula tridentula","Navicula tripunctata","Navicula triundulata","Navicula trivialis","Navicula upsaliensis","Navicula vandamii","Navicula veneta","Navicula ventralis","Navicula vilaplanii","Navicula viridula","Navicula viridulacalcis","Navicula viridulacalcis subsp viridulacalcis","Navicula vitabunda","Navicula vulpina","Navicula walkeri","Navicula wildii","Naviculaceae","Naviculalendicula","Naviculales","Neidiopsis","Neidium","Neidium affine","Neidium ampliatum","Neidium binodeforme","Neidium binodis","Neidium bisulcatum","Neidium dubium","Neidium hercynicum","Neidium iridis","Neidium productum","Neidium stoermeri","Neidium tenuissimum","Nitzschia","Nitzschia acicularioides","Nitzschia acicularis","Nitzschia acidoclinata","Nitzschia aequorea","Nitzschia agnita","Nitzschia alpina","Nitzschia alpinobacillum","Nitzschia amphibia","Nitzschia amphibia f frauenfeldii","Nitzschia amphibioides","Nitzschia amplectens","Nitzschia angustata","Nitzschia angustatula","Nitzschia archibaldii","Nitzschia aurariae","Nitzschia austriaca","Nitzschia bacilliformis","Nitzschia bacillum","Nitzschia balcanica","Nitzschia bita","Nitzschia brevissima","Nitzschia bryophila","Nitzschia bulnheimiana","Nitzschia calica","Nitzschia capitellata","Nitzschia clausii","Nitzschia closterium","Nitzschia columbiana","Nitzschia communis","Nitzschia commutata","Nitzschia commutatoides","Nitzschia compressa","Nitzschia desertorum","Nitzschia dissipata","Nitzschia dubia","Nitzschia elegantula","Nitzschia exilis","Nitzschia fasciculata","Nitzschia filiformis","Nitzschia flexa","Nitzschia flexoides","Nitzschia fonticola","Nitzschia fonticoloides","Nitzschia fossilis","Nitzschia frustulum","Nitzschia graciliformis","Nitzschia gracilis","Nitzschia hantzschiana","Nitzschia heufleriana","Nitzschia homburgiensis","Nitzschia hybrida","Nitzschia incognita","Nitzschia inconspicua","Nitzschia innominata","Nitzschia intermedia","Nitzschia kotschii","Nitzschia lacuum","Nitzschia laevis","Nitzschia lanceolata","Nitzschia liebethruthii","Nitzschia linearis","Nitzschia littorea","Nitzschia lorenziana","Nitzschia microcephala","Nitzschia minuta","Nitzschia modesta","Nitzschia nana","Nitzschia navicularis","Nitzschia normanii","Nitzschia obtusa","Nitzschia oregona","Nitzschia ovalis","Nitzschia palea","Nitzschia paleacea","Nitzschia paleaeformis","Nitzschia panduriformis","Nitzschia parvula","Nitzschia pellucida","Nitzschia perminuta","Nitzschia perpusilla","Nitzschia perspicua","Nitzschia pseudofonticola","Nitzschia pumila","Nitzschia pura","Nitzschia pusilla","Nitzschia radicula","Nitzschia recta","Nitzschia reversa","Nitzschia romana","Nitzschia rosenstockii","Nitzschia rostellata","Nitzschia scalpelliformis","Nitzschia sigma","Nitzschia sigmoidea","Nitzschia siliqua","Nitzschia sinuata","Nitzschia sociabilis","Nitzschia solita","Nitzschia subacicularis","Nitzschia sublinearis","Nitzschia subtilis","Nitzschia supralitorea","Nitzschia tenuirostris","Nitzschia terrestris","Nitzschia tropica","Nitzschia tryblionella","Nitzschia tubicola","Nitzschia umbonata","Nitzschia valdecostata","Nitzschia valdestriata","Nitzschia vermicularis","Nitzschia vitrea","Nitzschia volcanica","Nitzschia wuellerstorffii","Nupela","Nupela carolina","Nupela elegantula","Nupela impexiformis","Nupela lapidosa","Nupela silvahercynia","Nupela wellneri","Opephora","Opephora americana","Opephora marina","Opephora olsenii","Opephora pacifica","Parlibellus","Parlibellus protracta","Parlibellus protractoides","Pinnularia","Pinnularia acrosphaeria","Pinnularia acutobrebissonii","Pinnularia appendiculata","Pinnularia biceps","Pinnularia borealis","Pinnularia divergens","Pinnularia divergentissima","Pinnularia gibba","Pinnularia graciloides","Pinnularia hemiptera","Pinnularia interrupta","Pinnularia legumen","Pinnularia lundii","Pinnularia maior","Pinnularia mesogongyla","Pinnularia mesolepta","Pinnularia microstauron","Pinnularia nodosa","Pinnularia obscura","Pinnularia pulchra","Pinnularia stomatophora","Pinnularia subcapitata","Pinnularia subrostrata","Pinnularia viridis","Placoneis","Placoneis clementioides","Placoneis clementis","Placoneis elginensis","Placoneis gastrum","Placoneis hambergii","Placoneis neglecta","Placoneis placentula","Placoneis porifera","Placoneis pseudanglica","Placoneis subplacentula","Placoneis symmetrica","Plagiotropis","Planothidium","Planothidium abbreviatum","Planothidium apiculatum","Planothidium biporomum","Planothidium calcar","Planothidium daui","Planothidium delicatulum","Planothidium dubium","Planothidium engelbrechtii","Planothidium frequentissimum","Planothidium granum","Planothidium haukianum","Planothidium haynaldii","Planothidium holstii","Planothidium lanceolatum","Planothidium peragallii","Planothidium pericavum","Planothidium pungens","Planothidium robustum","Planothidium rostratum","Planothidium stewartii","Platessa","Platessa bahlsii","Platessa conspicua","Platessa hustedtii","Platessa kingstonii","Pleurosigma","Pleurosigma angulatum","Pleurosigma delicatulum","Pleurosigma elongatum","Pleurosigma salinarum","Prestauroneis integra","Proschkinia bulnheimii","Psammodictyon constrictum","Psammothidium","Psammothidium abundans","Psammothidium bioretii","Psammothidium chlidanos","Psammothidium curtissimum","Psammothidium daonense","Psammothidium didymum","Psammothidium helveticum","Psammothidium lauenburgianum","Psammothidium levanderi","Psammothidium marginulatum","Psammothidium rechtensis","Psammothidium rosenstockii","Psammothidium rossii","Psammothidium sacculum","Psammothidium semiapertum","Psammothidium subatomoides","Pseudostaurosira","Pseudostaurosira brevistriata","Pseudostaurosira elliptica","Pseudostaurosira microstriata","Pseudostaurosira neoelliptica","Pseudostaurosira parasitica","Pseudostaurosira pseudoconstruens","Pseudostaurosira subsalina","Pseudostaurosira trainorii","Pseudostaurosiropsis","Punctastriata mimetica","Reimeria sinuata","Reimeria sinuata f antiqua","Reimeria uniseriata","Rhoicosphenia","Rhoicosphenia abbreviata","Rhopalodia","Rhopalodia acuminata","Rhopalodia brebissonii","Rhopalodia constricta","Rhopalodia gibba","Rhopalodia gibberula","Rhopalodia musculus","Rhopalodia operculata","Rhopalodia rupestris","Rossithidium","Rossithidium linearis","Rossithidium nodosum","Rossithidium petersennii","Rossithidium pusillum","Sellaphora","Sellaphora americana","Sellaphora bacilloides","Sellaphora bacillum","Sellaphora disjuncta","Sellaphora hustedtii","Sellaphora joubaudii","Sellaphora laevissima","Sellaphora mutata","Sellaphora nyassensis","Sellaphora pseudopupula","Sellaphora pupula","Sellaphora rectangularis","Sellaphora seminulum","Sellaphora stroemii","Seminavis pusilla","Seminavis strigosa","Simonsenia delognei","Stauroforma exiguiformis","Stauroneis","Stauroneis anceps","Stauroneis anceps f gracilis","Stauroneis gracilis","Stauroneis kootenai","Stauroneis kriegeri","Stauroneis lundii","Stauroneis neohyalina","Stauroneis obtusa","Stauroneis phoenicenteron","Stauroneis separanda","Stauroneis smithii","Stauroneis tackei","Stauroneis undata","Stenopterobia curvula","Stenopterobia delicatissima","Surirella","Surirella amphioxys","Surirella angusta","Surirella bifrons","Surirella biseriata","Surirella bohemica","Surirella brebissonii","Surirella brightwellii","Surirella elegans","Surirella helvetica","Surirella linearis","Surirella minuta","Surirella ovalis","Surirella ovata","Surirella robusta","Surirella stalagma","Surirella striatula","Surirella tenera","Surirellairalis","Surirellalendida","Synedra ulna","Tryblionella","Tryblionella acuminata","Tryblionella angustata","Tryblionella apiculata","Tryblionella calida","Tryblionella compressa","Tryblionella constricta","Tryblionella debilis","Tryblionella gracilis","Tryblionella granulata","Tryblionella hungarica","Tryblionella levidensis","Tryblionella littoralis","Tryblionella salinarum","Tryblionella scalaris","Tryblionella victoriae","Ulnaria delicatissima","Ulnaria ungeriana"
"000CAT148_8.10.10_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,187,0,0,0,0,0,0,2,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"000CAT228_8.10.10_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,229,0,0,0,0,0,0,0,9,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
